"","ITAG","SGN_annotation","AGI","gene_name"
"92","Solyc08g068120.1.1","DNA polymerase I family protein expressed (AHRD V1 ***- Q2QTK2_ORYSJ); contains Interpro domain(s)  IPR001098  DNA-directed DNA polymerase, family A ","AT4G32700","Encodes a homolog of Drosophila MUS308 and mammalian DNA polymerase, which prevent spontaneous or DNA damage-induced production of DNA double strand breaks. Two conserved functional domains: an N-terminal superfamily II DNA/RNA helicase domain and a C-terminal prokaryotic-type DNA polymerase I domain. Required for regulated cell division and differentiation in meristems. Mutant plants show morphological defects, such as short roots, serrated leaves, and fasciation, as well as defective patterns of cell division and differentiation in the meristem. Mutant plants had 2.5 to 4.5-fold higher expression of ATGR1, ATBRCA1 and RAD51 genes."
"93","Solyc08g068770.1.1",NA,NA,NA
"94","Solyc08g068780.1.1",NA,NA,NA
"95","Solyc08g077740.1.1",NA,NA,NA
"96","Solyc08g079870.1.1",NA,NA,NA
"97","Solyc08g079900.1.1",NA,NA,NA
"98","Solyc08g080290.2.1",NA,NA,NA
"99","Solyc08g081620.2.1","Endoglucanase 1 (AHRD V1 ***- B6U0P7_MAIZE); contains Interpro domain(s)  IPR008928  Six-hairpin glycosidase-like  IPR012341  Six-hairpin glycosidase  IPR018221  Glycoside hydrolase, family 9, active site  IPR001701  Glycoside hydrolase, family 9 ","AT4G09740","glycosyl hydrolase family 9 protein; Identical to Endoglucanase 18 precursor (EC 3.2.1.4) (Endo-1,4-beta glucanase 18) [Arabidopsis Thaliana] (GB:Q9SZ90); similar to glycosyl hydrolase family 9 protein [Arabidopsis thaliana] (TAIR:AT4G23560.1); similar to cellulase; endo-beta-1,4-glucanase [Capsicum annuum] (GB:CAA65826.1); similar to Beta-1,4-endoglycanohydrolase; cellulase [Capsicum annuum] (GB:CAA60737.1); similar to cellulase [Phaseolus vulgaris] (GB:AAC78504.1); contains InterPro domain Six-hairpin glycosidase; (InterPro:IPR008928); contains InterPro domain Glycoside transferase, six-hairpin, subgroup; (InterPro:IPR012343); contains InterPro domain Glycoside hydrolase, family 9; (InterPro:IPR001701)"
"100","Solyc08g081860.1.1",NA,NA,NA
"101","Solyc08g081880.1.1",NA,NA,NA
"102","Solyc08g082810.2.1",NA,NA,NA
"103","Solyc09g005090.1.1",NA,NA,NA
"104","Solyc09g005180.2.1","FAD-binding domain-containing protein (AHRD V1 **-- D7LF85_ARALY); contains Interpro domain(s)  IPR010030  Plant-specific FAD-dependent oxidoreductase ","AT2G46760","FAD-binding domain-containing protein; similar to FAD-binding domain-containing protein [Arabidopsis thaliana] (TAIR:AT2G46740.1); similar to FAD-binding domain-containing protein [Arabidopsis thaliana] (TAIR:AT2G46750.1); similar to FAD-binding domain-containing protein [Arabidopsis thaliana] (TAIR:AT1G32300.1); similar to Putative FAD binding domain containing protein, identical [Solanum tuberosum] (GB:AAV31183.1); similar to Os03g0563100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001050492.1); similar to Os02g0124600 [Oryza sativa (japonica cultivar-group)] (GB:NP_001045739.1); contains InterPro domain Plant-specific FAD-dependent oxidoreductase; (InterPro:IPR010030); contains InterPro domain FAD linked oxidase, N-terminal; (InterPro:IPR006094)"
"105","Solyc09g007900.2.1","Phenylalanine ammonia-lyase (AHRD V1 **** B5LAW0_CAPAN); contains Interpro domain(s)  IPR005922  Phenylalanine ammonia-lyase ","AT2G37040","encodes a protein similar to phenylalanine ammonia-lyase"
"106","Solyc09g009980.1.1",NA,NA,NA
"107","Solyc09g011590.2.1",NA,NA,NA
"108","Solyc09g011630.2.1","Glutathione S-transferase-like protein (AHRD V1 **** A8DUB0_SOLLC); contains Interpro domain(s)  IPR004046  Glutathione S-transferase, C-terminal ","AT3G09270","Encodes glutathione transferase belonging to the tau class of GSTs. Naming convention according to Wagner et al. (2002)."
"109","Solyc09g059020.2.1","Alcohol dehydrogenase zinc-containing (AHRD V1 **** Q6HFT1_BACHK); contains Interpro domain(s)  IPR002085  Alcohol dehydrogenase superfamily, zinc-containing ","AT4G13010","oxidoreductase, zinc-binding dehydrogenase family protein; Identical to Putative chloroplastic quinone-oxidoreductase homolog (EC 1.-.-.-) [Arabidopsis Thaliana] (GB:Q9SV68); similar to oxidoreductase, zinc-binding dehydrogenase family protein [Arabidopsis thaliana] (TAIR:AT1G23740.1); similar to ripening regulated protein-like [Solanum tuberosum] (GB:ABA81857.1); contains InterPro domain GroES-like; (InterPro:IPR011032); contains InterPro domain Alcohol dehydrogenase superfamily, zinc-containing; (InterPro:IPR002085); contains InterPro domain Alcohol dehydrogenase, zinc-binding; (InterPro:IPR013149); contains InterPro domain Alcohol dehydrogenase GroES-like; (InterPro:IPR013154)"
"110","Solyc09g082240.2.1",NA,NA,NA
"111","Solyc09g082350.1.1",NA,NA,NA
"112","Solyc09g089510.2.1",NA,NA,NA
"113","Solyc09g089540.2.1",NA,NA,NA
"114","Solyc09g092560.2.1",NA,NA,NA
"115","Solyc09g098060.2.1",NA,NA,NA
"116","Solyc10g006590.1.1","POT family domain containing protein expressed (AHRD V1 ***- D8L9H8_WHEAT); contains Interpro domain(s)  IPR007493  Protein of unknown function DUF538 ","AT5G54530","similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G61667.1); similar to Os07g0548800 [Oryza sativa (japonica cultivar-group)] (GB:NP_001059929.1); similar to unknown protein [Oryza sativa (japonica cultivar-group)] (GB:BAC57724.1); contains InterPro domain Protein of unknown function DUF538; (InterPro:IPR007493)"
"117","Solyc10g008720.2.1",NA,NA,NA
"118","Solyc10g009240.2.1","Fatty acid elongase 3-ketoacyl-CoA synthase (AHRD V1 **** Q6DUV6_BRANA); contains Interpro domain(s)  IPR012392  Very-long-chain 3-ketoacyl-CoA synthase ","AT1G01120","Encodes a condensing enzyme (3-ketoacyl-CoA synthase) which is involved in the critical fatty acid elongation process in wax biosynthesis."
"119","Solyc10g011970.1.1",NA,NA,NA
"120","Solyc10g038010.1.1",NA,NA,NA
"121","Solyc10g055800.1.1","Chitinase (AHRD V1 ***- B9VRK7_CAPAN); contains Interpro domain(s)  IPR016283  Glycoside hydrolase, family 19 ","AT3G12500","encodes a basic chitinase involved in ethylene/jasmonic acid mediated signalling pathway during systemic acquired resistance based on expression analyses."
"122","Solyc10g079790.1.1",NA,NA,NA
"123","Solyc10g081300.1.1","Metacaspase 7 (AHRD V1 *-*- D7KWG9_ARALY); contains Interpro domain(s)  IPR011600  Peptidase C14, caspase catalytic ","AT5G04200","latex-abundant protein, putative (AMC9) / caspase family protein; similar to latex abundant protein, putative (AMC5) / caspase family protein [Arabidopsis thaliana] (TAIR:AT1G79320.1); similar to Peptidase C14, caspase catalytic subunit p20 [Medicago truncatula] (GB:ABD28668.1); contains InterPro domain Peptidase C14, caspase catalytic; (InterPro:IPR011600)"
"124","Solyc10g083380.1.1",NA,NA,NA
"125","Solyc10g084020.1.1",NA,NA,NA
"126","Solyc10g087030.1.1",NA,NA,NA
"127","Solyc11g006740.1.1",NA,NA,NA
"128","Solyc11g008200.1.1","Nodulin-like protein (Fragment) (AHRD V1 ***- O81121_ARATH); contains Interpro domain(s)  IPR010658  Nodulin-like ","AT2G39210","nodulin family protein; similar to nodulin family protein [Arabidopsis thaliana] (TAIR:AT2G28120.1); similar to putative nodule-specific protein [Oryza sativa (japonica cultivar-group)] (GB:AAO37543.1); similar to nitrate and chloride transporter [Glycine max] (GB:AAW51884.1); similar to putative nodule-specific protein [Oryza sativa (japonica cultivar-group)] (GB:BAC83908.1); contains InterPro domain Nodulin-like; (InterPro:IPR010658)"
"129","Solyc11g012530.1.1",NA,NA,NA
"130","Solyc11g021360.1.1",NA,NA,NA
"131","Solyc11g071450.1.1",NA,NA,NA
"132","Solyc11g072700.1.1","Glycosyltransferase-like protein (AHRD V1 **-- D8RX86_SELML); contains Interpro domain(s)  IPR006740  Protein of unknown function DUF604 ","AT1G07850","fringe-related protein; similar to fringe-related protein [Arabidopsis thaliana] (TAIR:AT4G23490.1); similar to Protein of unknown function DUF604 [Medicago truncatula] (GB:ABE81721.1); contains InterPro domain Protein of unknown function DUF604; (InterPro:IPR006740)"
"133","Solyc11g072750.1.1",NA,NA,NA
"134","Solyc12g005880.1.1","Beta-1 3-galactosyltransferase 6 (AHRD V1 ***- B6UBH3_MAIZE); contains Interpro domain(s)  IPR002659  Glycosyl transferase, family 31 ","AT1G05170","galactosyltransferase family protein; similar to galactosyltransferase family protein [Arabidopsis thaliana] (TAIR:AT2G32430.1); similar to Os03g0577500 [Oryza sativa (japonica cultivar-group)] (GB:NP_001050543.1); similar to putative Avr9 elicitor response protein [Oryza sativa (japonica cultivar-group)] (GB:BAD25162.1); contains InterPro domain Glycosyl transferase, family 31; (InterPro:IPR002659)"
"135","Solyc12g006020.1.1",NA,NA,NA
"136","Solyc12g006280.1.1",NA,NA,NA
"137","Solyc12g006380.1.1","1-aminocyclopropane-1-carboxylate oxidase-like protein (AHRD V1 **-* Q9LTH7_ARATH); contains Interpro domain(s)  IPR005123  Oxoglutarate and iron-dependent oxygenase ","AT1G06620","encodes a protein whose sequence is similar to a 2-oxoglutarate-dependent dioxygenase"
"138","Solyc12g006850.1.1","Potassium channel (AHRD V1 ***- Q9LEG6_SOLLC); contains Interpro domain(s)  IPR002110  Ankyrin ","AT2G26650","Shaker-like inward rectifying  potassium channel predominantly expressed in predominantly in root hairs and root endodermis."
"139","Solyc12g010420.1.1",NA,NA,NA
"140","Solyc12g017480.1.1","Lrr,  resistance protein fragment","AT2G19330","leucine-rich repeat family protein; similar to protein binding [Arabidopsis thaliana] (TAIR:AT4G29880.1); similar to Os04g0605300 [Oryza sativa (japonica cultivar-group)] (GB:NP_001053794.1); similar to leucine-rich repeat protein 1 [Triticum aestivum] (GB:ABB90552.1); contains InterPro domain Leucine-rich repeat; (InterPro:IPR001611); contains InterPro domain Leucine-rich repeat, typical subtype; (InterPro:IPR003591)"
"141","Solyc12g021300.1.1",NA,NA,NA
"142","Solyc12g027760.1.1",NA,NA,NA
"143","Solyc12g042520.1.1",NA,NA,NA
"144","Solyc12g057050.1.1",NA,NA,NA
"145","Solyc12g076350.1.1","Thyroid receptor-interacting protein 13 (AHRD V1 ***- B6U6B8_MAIZE)","AT4G24710","ATPase; similar to CDC48B, ATPase [Arabidopsis thaliana] (TAIR:AT2G03670.1); similar to PREDICTED: similar to Thyroid hormone receptor interactor 13 isoform 1 [Strongylocentrotus purpuratus] (GB:XP_785120.1); similar to OSIGBa0116M22.9 [Oryza sativa (indica cultivar-group)] (GB:CAH66942.1); similar to OSJNBa0044K18.20 [Oryza sativa (japonica cultivar-group)] (GB:CAE05878.3); contains InterPro domain AAA ATPase; (InterPro:IPR003593); contains InterPro domain Chaperonin clpA/B; (InterPro:IPR001270); contains InterPro domain AAA ATPase, central region; (InterPro:IPR003959)"
"146","Solyc12g096110.1.1","Protein BREVIS RADIX (AHRD V1 ***- BRX_ARATH); contains Interpro domain(s)  IPR013591  Disease resistance/zinc finger/chromosome condensation-like region ","AT1G31880","Belongs to five-member BRX gene family. Arabidopsis BRX genes share high levels of similarity among each others, with several conserved domains. The most distinct is BRX domain - highly conserved in all BRX genes among distantly related species. This protein-protein interaction domain is required and sufficient for BRX activity. BRX protein has shown limited functional redundancy with other members of this family."
"147","Solyc12g096900.1.1",NA,NA,NA
