"","ITAG","SGN_annotation","AGI","gene_name"
"81","Solyc02g086820.2.1","Carbonic anhydrase (AHRD V1 ***- Q5NE20_SOLLC); contains Interpro domain(s)  IPR015892  Carbonic anhydrase, prokaryotic-like, conserved site ","AT3G01500","CA1 (CARBONIC ANHYDRASE 1); carbonate dehydratase/ zinc ion binding; Identical to Carbonic anhydrase, chloroplast precursor (EC 4.2.1.1) (Carbonate dehydratase) (CA1) [Arabidopsis Thaliana] (GB:P27140;GB:Q8RWW2;GB:Q93VR8); similar to CA2 (BETA CARBONIC ANHYDRASE 2), carbonate dehydratase/ zinc ion binding [Arabidopsis thaliana] (TAIR:AT5G14740.2); similar to chloroplast carbonic anhydrase precursor [Thlaspi caerulescens] (GB:AAS65454.1); contains InterPro domain Carbonic anhydrase, prokaryotic and plant; (InterPro:IPR001765)"
"82","Solyc02g086840.2.1","Kinesin light chain-like protein (AHRD V1 ***- D2DWB2_PHAVU); contains Interpro domain(s)  IPR011990  Tetratricopeptide-like helical ","AT3G27960","kinesin light chain-related; similar to kinesin light chain-related [Arabidopsis thaliana] (TAIR:AT1G27500.1); similar to kinesin light chain-related [Musa acuminata] (GB:ABF70051.1); similar to glycoside hydrolase family 17 protein [Musa balbisiana] (GB:ABF70142.1); similar to similar to A. thaliana protein BAB01483 similar to kinesin light chain [Hordeum vulgare subsp. vulgare] (GB:AAM13438.1); contains InterPro domain Tetratricopeptide region; (InterPro:IPR013026); contains InterPro domain Tetratricopeptide TPR_1; (InterPro:IPR001440); contains InterPro domain Tetratricopeptide-related region; (InterPro:IPR011595); contains InterPro domain Protein prenyltransferase; (InterPro:IPR008940); contains InterPro domain Tetratricopeptide-like helical; (InterPro:IPR011990)"
"83","Solyc02g089350.2.1",NA,NA,NA
"84","Solyc02g090580.2.1","Os03g0859900 protein (Fragment) (AHRD V1 *-*- Q0DLK3_ORYSJ); contains Interpro domain(s)  IPR006869  Protein of unknown function DUF547 ","AT4G37080","similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G42690.2); similar to Os03g0859900 [Oryza sativa (japonica cultivar-group)] (GB:NP_001051971.1); similar to Os09g0463300 [Oryza sativa (japonica cultivar-group)] (GB:NP_001063405.1); similar to unknown protein [Oryza sativa (japonica cultivar-group)] (GB:AAP44737.1); contains InterPro domain Protein of unknown function DUF547; (InterPro:IPR006869)"
"85","Solyc02g093550.2.1","Methyltransferase type 11 (AHRD V1 ***- C7QSM0_CYAP0); contains Interpro domain(s)  IPR013216  Methyltransferase type 11 ","AT3G01660","similar to unknown protein [Arabidopsis thaliana] (TAIR:AT4G29590.1); similar to unnamed protein product [Ostreococcus tauri] (GB:CAL51842.1); similar to Os04g0481300 [Oryza sativa (japonica cultivar-group)] (GB:NP_001053109.1); contains InterPro domain Methyltransferase type 11; (InterPro:IPR013216); contains InterPro domain Generic methyltransferase; (InterPro:IPR001601)"
"86","Solyc02g094290.1.1","TCP family transcription factor (AHRD V1 ***- A6MCZ2_9ORYZ); contains Interpro domain(s)  IPR005333  Transcription factor, TCP ","AT3G27010","Belongs to a TCP protein transcription factor family. Members of this family contain a predicted basic-helix-loop-helix domain involved in DNA binding. Related to rice PCF1 and PCF2 genes. Binds to the GCCCR element of CYCB1;1. Involved in regulation of expression of cell cycle control and ribosomal protein genes."
"87","Solyc02g094300.2.1","Uridylyltransferase PII (AHRD V1 *--- C7JBQ7_ACEP3); contains Interpro domain(s)  IPR002912  Amino acid-binding ACT ","AT3G01990","Member of a small family of ACT domain containing proteins in Arabidopsis. ACT domains are involved in amino acid binding."
"88","Solyc03g005900.2.1","GDSL esterase/lipase At5g45670 (AHRD V1 **** GDL82_ARATH); contains Interpro domain(s)  IPR001087  Lipase, GDSL ","AT5G45670","GDSL-motif lipase/hydrolase family protein; similar to GDSL-motif lipase/hydrolase family protein [Arabidopsis thaliana] (TAIR:AT4G18970.1); similar to GDSL-lipase protein [Capsicum annuum] (GB:AAX20033.1); contains InterPro domain Lipolytic enzyme, G-D-S-L; (InterPro:IPR001087)"
"89","Solyc03g006540.2.1",NA,NA,NA
"90","Solyc03g006810.2.1","Peroxidase (AHRD V1 **** D7MRK0_ARALY); contains Interpro domain(s)  IPR002016  Haem peroxidase, plant/fungal/bacterial ","AT5G51890","encodes peroxidase involved in the lignification of tracheary elements (TE) in roots"
"91","Solyc03g007540.2.1",NA,NA,NA
"92","Solyc03g007860.1.1",NA,NA,NA
"93","Solyc03g013340.2.1",NA,NA,NA
"94","Solyc03g026120.2.1","Dehydration-responsive family protein (AHRD V1 **-- D7M5L0_ARALY); contains Interpro domain(s)  IPR004159  Protein of unknown function DUF248, methyltransferase putative ","AT2G45750","dehydration-responsive family protein; similar to dehydration-responsive family protein [Arabidopsis thaliana] (TAIR:AT4G00750.1); similar to dehydration-responsive family protein [Arabidopsis thaliana] (TAIR:AT4G10440.1); similar to dehydration-responsive family protein [Arabidopsis thaliana] (TAIR:AT1G33170.1); similar to dehydration-responsive protein-like [Oryza sativa (japonica cultivar-group)] (GB:BAD67956.1); similar to Generic methyltransferase [Medicago truncatula] (GB:ABE86303.1); similar to Generic methyltransferase [Medicago truncatula] (GB:ABE88265.1); contains InterPro domain Protein of unknown function DUF248, methyltransferase putative; (InterPro:IPR004159); contains InterPro domain Generic methyltransferase; (InterPro:IPR001601)"
"95","Solyc03g034100.2.1",NA,NA,NA
"96","Solyc03g044600.1.1",NA,NA,NA
"97","Solyc03g044630.1.1",NA,NA,NA
"98","Solyc03g045070.1.1","Ammonium transporter (AHRD V1 **** B9HP47_POPTR); contains Interpro domain(s)  IPR018047  Ammonium transporter, conserved site  IPR001905  Ammonium transporter ","AT4G13510","Encodes a plasma membrane localized ammonium transporter."
"99","Solyc03g058190.2.1","Elongation factor family GTP-binding protein (AHRD V1 **** Q67QM4_SYMTH); contains Interpro domain(s)  IPR006298  GTP-binding protein TypA ","AT5G13650","elongation factor family protein; similar to GTP binding / translation elongation factor [Arabidopsis thaliana] (TAIR:AT2G31060.2); similar to Mitochondrial translation elongation factor Tu (ISS) [Ostreococcus tauri] (GB:CAL57456.1); similar to GTP-binding protein TypA [Trifolium pratense] (GB:AAR17698.1); similar to GTP-binding protein TypA [Herpetosiphon aurantiacus ATCC 23779] (GB:ZP_01425863.1); contains InterPro domain Small GTP-binding protein domain; (InterPro:IPR005225); contains InterPro domain Elongation factor G, III and V; (InterPro:IPR009022); contains InterPro domain Translation factor; (InterPro:IPR009000); contains InterPro domain Elongation factor Tu, domain 2; (InterPro:IPR004161); contains InterPro domain Elongation factor G, C-terminal; (InterPro:IPR000640); contains InterPro domain GTP-binding protein TypA; (InterPro:IPR006298); contains InterPro domain Protein synthesis factor, GTP-binding; (InterPro:IPR000795)"
"100","Solyc03g060510.2.1","Membrane protein (AHRD V1 **-- D0BK36_9LACT); contains Interpro domain(s)  IPR008537  Protein of unknown function DUF819 ","AT5G52540","similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G24000.1); similar to Protein of unknown function DUF819 [Medicago truncatula] (GB:ABE85318.1); contains InterPro domain Protein of unknown function DUF819; (InterPro:IPR008537)"
"101","Solyc03g062710.2.1",NA,NA,NA
"102","Solyc03g062720.2.1","Galactose mutarotase-like (AHRD V1 **-- A2Q5N9_MEDTR); contains Interpro domain(s)  IPR011013  Glycoside hydrolase-type carbohydrate-binding ","AT1G64770","similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G55370.2); similar to Os03g0158300 [Oryza sativa (japonica cultivar-group)] (GB:NP_001049021.1); similar to Hypothetical protein [Oryza sativa (japonica cultivar-group)] (GB:AAN06836.1); contains InterPro domain Galactose mutarotase-like; (InterPro:IPR011013)"
"103","Solyc03g063140.2.1","LOB domain protein (AHRD V1 *-*- Q9AS62_ORYSJ); contains Interpro domain(s)  IPR004883  Lateral organ boundaries, LOB ","AT1G65620","required for formation of a symmetric flat leaf lamina, encodes a member of a family of proteins characterized by cysteine repeats and a leucine zipper; involved in KNOX gene regulation.   Acts together with ASL1 in proximal-distal symmetry determination."
"104","Solyc03g071590.2.1","Malate dehydrogenase (AHRD V1 **** Q5NE17_SOLLC); contains Interpro domain(s)  IPR011273  Malate dehydrogenase, NADP-dependent, plants ","AT5G58330","malate dehydrogenase (NADP), chloroplast, putative; similar to malate dehydrogenase, cytosolic, putative [Arabidopsis thaliana] (TAIR:AT5G56720.1); similar to Malate dehydrogenase [NADP], chloroplast precursor (NADP-MDH) (GB:O48902); contains InterPro domain Malate dehydrogenase; (InterPro:IPR008267); contains InterPro domain Malate dehydrogenase, NAD or NADP; (InterPro:IPR010945); contains InterPro domain Malate dehydrogenase, NADP-dependent, plants; (InterPro:IPR011273); contains InterPro domain Lactate/malate dehydrogenase; (InterPro:IPR001236); contains InterPro domain Malate dehydrogenase, active site; (InterPro:IPR001252); contains InterPro domain L-lactate/malate dehydrogenase; (InterPro:IPR001557); contains InterPro domain Malate dehydrogenase, NADP-dependent, plants and bacteria; (InterPro:IPR013001)"
"105","Solyc03g082560.2.1","Aldo/keto reductase-like protein (AHRD V1 ***- Q56Y42_ARATH); contains Interpro domain(s)  IPR020471  Aldo/keto reductase subgroup ","AT5G53580","aldo/keto reductase family protein; similar to aldo/keto reductase family protein [Arabidopsis thaliana] (TAIR:AT1G06690.1); similar to Aldo/keto reductase [Anabaena variabilis ATCC 29413] (GB:YP_323565.1); similar to hypothetical protein alr0300 [Nostoc sp. PCC 7120] (GB:NP_484344.1); similar to Os10g0517400 [Oryza sativa (japonica cultivar-group)] (GB:NP_001065068.1); contains InterPro domain Aldo/keto reductase; (InterPro:IPR001395)"
"106","Solyc03g082970.2.1",NA,NA,NA
"107","Solyc03g093180.1.1","Peroxisomal membrane protein 11-4 (AHRD V1 ***- PX114_ORYSJ); contains Interpro domain(s)  IPR008733  Peroxisomal biogenesis factor 11 ","AT3G47430","member of the peroxin11 (PEX11) gene family, located on the peroxisome membrane, controls peroxisome proliferation."
"108","Solyc03g093340.2.1",NA,NA,NA
"109","Solyc03g093550.1.1",NA,NA,NA
"110","Solyc03g094000.2.1",NA,NA,NA
"111","Solyc03g095180.2.1","Superoxide dismutase (AHRD V1 **** Q7YK44_SOLLC); contains Interpro domain(s)  IPR001189  Manganese/iron superoxide dismutase ","AT5G51100","Fe superoxide dismutase whose mRNA levels are increased in response to exposure to UV-B."
"112","Solyc03g097320.2.1","RNA polymerase sigma-70 factor (AHRD V1 ***- B0C890_ACAM1); contains Interpro domain(s)  IPR013325  RNA polymerase sigma factor, region 2 ","AT1G64860","Subunit of chloroplast RNA polymerase, confers the ability to recognize promoter sequences on the core enzyme"
"113","Solyc03g097590.2.1","MtN3-like protein (AHRD V1 **-- Q9LUE3_ARATH); contains Interpro domain(s)  IPR018179  RAG1-activating protein 1 homologue ","AT5G23660","homolog of the Medicago nodulin MTN3"
"114","Solyc03g097610.2.1","MtN3-like protein (AHRD V1 **-- Q9LUE3_ARATH); contains Interpro domain(s)  IPR018179  RAG1-activating protein 1 homologue ","AT5G50790","nodulin MtN3 family protein; similar to nodulin MtN3 family protein [Arabidopsis thaliana] (TAIR:AT5G13170.1); similar to N3 like protein [Medicago truncatula] (GB:CAC44123.1); contains InterPro domain MtN3 and saliva related transmembrane protein; (InterPro:IPR004316)"
"115","Solyc03g097870.2.1","MtN3-like protein (AHRD V1 **-- Q9LUE3_ARATH); contains Interpro domain(s)  IPR018179  RAG1-activating protein 1 homologue ","AT3G48740","nodulin MtN3 family protein; similar to MTN3 (ARABIDOPSIS HOMOLOG OF MEDICAGO TRUNCATULA MTN3) [Arabidopsis thaliana] (TAIR:AT5G23660.1); similar to MtN3 [Medicago truncatula] (GB:CAA69976.1); similar to Os12g0476200 [Oryza sativa (japonica cultivar-group)] (GB:NP_001066755.1); similar to Os11g0508600 [Oryza sativa (japonica cultivar-group)] (GB:NP_001067955.1); contains InterPro domain MtN3 and saliva related transmembrane protein; (InterPro:IPR004316)"
"116","Solyc03g097950.2.1","50S ribosomal protein L29 (AHRD V1 ***- B6TS58_MAIZE); contains Interpro domain(s)  IPR001854  Ribosomal protein L29 ","AT5G65220","ribosomal protein L29 family protein; Identical to 50S ribosomal protein L29, chloroplast precursor (CL29) (RPL29) [Arabidopsis Thaliana] (GB:Q9FJP3); similar to 50S ribosomal protein L29, chloroplast precursor (CL29) (GB:Q9SWI6); contains InterPro domain Ribosomal protein L29; (InterPro:IPR001854)"
"117","Solyc03g111120.2.1","Malate synthase (AHRD V1 ***- B9RAK0_RICCO); contains Interpro domain(s)  IPR001465  Malate synthase ","AT5G03860","Encodes a protein with malate synthase activity."
"118","Solyc03g111610.2.1","HAD-superfamily hydrolase subfamily IA variant 3 containing protein expressed (AHRD V1 **** Q10I42_ORYSJ); contains Interpro domain(s)  IPR005834  Haloacid dehalogenase-like hydrolase ","AT3G48420","haloacid dehalogenase-like hydrolase family protein; similar to haloacid dehalogenase-like hydrolase family protein [Arabidopsis thaliana] (TAIR:AT4G39970.1); similar to Os03g0565200 [Oryza sativa (japonica cultivar-group)] (GB:NP_001050499.1); similar to Putative hydrolase [Oryza sativa (japonica cultivar-group)] (GB:AAK53865.1); contains InterPro domain HAD-superfamily hydrolase subfamily IA, variant 3; (InterPro:IPR006402); contains InterPro domain Haloacid dehalogenase-like hydrolase; (InterPro:IPR005834); contains InterPro domain Haloacid dehalogenase/epoxide hydrolase; (InterPro:IPR005833)"
"119","Solyc03g111940.2.1",NA,NA,NA
"120","Solyc03g114770.2.1",NA,NA,NA
"121","Solyc03g115800.1.1",NA,NA,NA
"122","Solyc03g115890.2.1","Expansin (AHRD V1 ***- Q9FVG9_SOLLC); contains Interpro domain(s)  IPR007112  Expansin 45, endoglucanase-like  IPR007117  Pollen allergen/expansin, C-terminal ","AT2G03090","member of Alpha-Expansin Gene Family. Naming convention from the Expansin Working Group (Kende et al, 2004. Plant Mol Bio).  Involved in the formation of nematode-induced syncytia in roots of Arabidopsis thaliana."
"123","Solyc03g116870.2.1","Glycosyl transferase family 9 (AHRD V1 ***- A0YHY3_LYNSP)","AT1G15980","similar to Os08g0276100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001061432.1); similar to COG0859: ADP-heptose:LPS heptosyltransferase [Nostoc punctiforme PCC 73102] (GB:ZP_00111141.1); contains domain UDP-Glycosyltransferase/glycogen phosphorylase (SSF53756)"
"124","Solyc03g117800.2.1","CER1 protein (Fragment) (AHRD V1 *--- Q0WLZ2_ARATH); contains Interpro domain(s)  IPR006694  Fatty acid hydroxylase ","AT5G57800","encodes a transmembrane protein with similarity to the sterol desaturase family at the N-terminus and to the short-chain dehydrogenase/reductase family at the C-terminus. Mutant analyses indicate this protein is involved in cuticle membrane and wax biosynthesis."
"125","Solyc03g117890.2.1","Unknown protein DS12 from 2D-PAGE of leaf, chloroplastic (AHRD V1 **-- UP12_ORYSJ)","AT1G16880","uridylyltransferase-related; similar to ACT domain-containing protein [Arabidopsis thaliana] (TAIR:AT5G04740.1); similar to unnamed protein product [Ostreococcus tauri] (GB:CAL58487.1); similar to Os08g0242700 [Oryza sativa (japonica cultivar-group)] (GB:NP_001061342.1); similar to Os12g0152700 [Oryza sativa (japonica cultivar-group)] (GB:NP_001066177.1); contains domain Regulatory domain in the aminoacid metabolism (SSF55021)"
"126","Solyc03g118130.2.1",NA,NA,NA
"127","Solyc03g119150.2.1","Peptidyl-prolyl cis-trans isomerase (AHRD V1 *-*- B4VX45_9CYAN); contains Interpro domain(s)  IPR001179  Peptidyl-prolyl cis-trans isomerase, FKBP-type ","AT1G18170","immunophilin / FKBP-type peptidyl-prolyl cis-trans isomerase family protein; similar to immunophilin / FKBP-type peptidyl-prolyl cis-trans isomerase family protein [Arabidopsis thaliana] (TAIR:AT1G73655.1); similar to hypothetical protein MtrDRAFT_AC139526g24v1 [Medicago truncatula] (GB:ABE80155.1); similar to Os03g0708500 [Oryza sativa (japonica cultivar-group)] (GB:NP_001051037.1); contains InterPro domain Peptidylprolyl isomerase, FKBP-type; (InterPro:IPR001179)"
"128","Solyc03g120100.2.1","Mitochondrial carrier protein (AHRD V1 ***- D2VIZ2_NAEGR); contains Interpro domain(s)  IPR002113  Adenine nucleotide translocator 1 ","AT1G79900","encodes a mitochondrial ornithine transporter that exports ornithine from the mitochondria to the cytosol"
"129","Solyc03g120430.2.1","Glycerate kinase (AHRD V1 **** C1DYY5_9CHLO)","AT1G80380","encodes a glycerate kinase which catalyzes the last step of photorespiration C2 cycle."
"130","Solyc03g122010.1.1","NAD(P)H-quinone oxidoreductase subunit 2 chloroplastic (AHRD V1 ***- D3WAS3_AUCJA); contains Interpro domain(s)  IPR001750  NADH:ubiquinone/plastoquinone oxidoreductase ","ATCG01250","NADH dehydrogenase ND2"
"131","Solyc03g123410.1.1","Oxalate oxidase-like germin 171 (AHRD V1 **** Q9FPQ0_BETVU); contains Interpro domain(s)  IPR014710  RmlC-like jelly roll fold ","AT1G72610","germin-like protein (GLP1)"
"132","Solyc04g007160.1.1","Alpha-glucosidase (AHRD V1 ***- Q9LEC9_SOLTU); contains Interpro domain(s)  IPR000322  Glycoside hydrolase, family 31 ","AT1G68560","Encodes a bifunctional alpha-l-arabinofuranosidase/beta-d-xylosidase that belongs to family 3 of glycoside hydrolases."
"133","Solyc04g007790.2.1",NA,NA,NA
"134","Solyc04g008500.2.1",NA,NA,NA
"135","Solyc04g012160.2.1","Serine-threonine protein kinase (AHRD V1 ***- Q09VQ1_WHEAT); contains Interpro domain(s)  IPR002290  Serine/threonine protein kinase ","AT4G33950","Encodes calcium-independent ABA-activated protein kinase, a member of SNF1-related protein kinases (SnRK2) whose activity is activated by ionic (salt) and non-ionic (mannitol) osmotic stress.  Mutations disrupted ABA induction of stomatal closure as well as ABA inhibition of light-induced stomatal opening. However, regulation of stomatal opening/closing by light or CO(2) is not affected in these mutants. May act in the interval between ABA perception and reactive oxygen species production in the ABA signalling network."
"136","Solyc04g016460.2.1",NA,NA,NA
"137","Solyc04g024730.1.1",NA,NA,NA
"138","Solyc04g039850.1.1","ATP synthase subunit beta chloroplastic (AHRD V1 ***- Q9TMV1_9LILI); contains Interpro domain(s)  IPR005722  ATPase, F1 complex, beta subunit ","ATCG00480","chloroplast-encoded gene for beta subunit of ATP synthase"
"139","Solyc04g045520.2.1",NA,NA,NA
"140","Solyc04g049640.1.1",NA,NA,NA
"141","Solyc04g055000.2.1","Tetratricopeptide repeat protein 4 homolog (AHRD V1 *--- TTC4_DICDI); contains Interpro domain(s)  IPR015609  Molecular chaperone, heat shock protein, Hsp40, DnaJ ","AT5G65160","tetratricopeptide repeat (TPR)-containing protein; similar to tetratricopeptide repeat (TPR)-containing protein [Arabidopsis thaliana] (TAIR:AT5G10090.1); similar to 52O08_23 [Brassica rapa subsp. pekinensis] (GB:AAZ67569.1); similar to 4D11_10 [Brassica rapa subsp. pekinensis] (GB:AAZ67524.1); similar to 80A08_7 [Brassica rapa subsp. pekinensis] (GB:AAZ67592.1); contains InterPro domain Tetratricopeptide region; (InterPro:IPR013026); contains InterPro domain Tetratricopeptide TPR_1; (InterPro:IPR001440); contains InterPro domain Protein prenyltransferase; (InterPro:IPR008940); contains InterPro domain Tetratricopeptide TPR_2; (InterPro:IPR013105); contains InterPro domain Tetratricopeptide-like helical; (InterPro:IPR011990)"
"142","Solyc04g057980.2.1","NAD(P)H-quinone oxidoreductase subunit M (AHRD V1 *-*- D8G7H3_9CYAN); contains Interpro domain(s)  IPR018922  NAD(P)H-quinone oxidoreductase subunit M ","AT4G37925","Encodes subunit NDH-M of NAD(P)H:plastoquinone dehydrogenase complex (Ndh complex) present in the thylakoid membrane of chloroplasts. This subunit is thought to be required for Ndh complex assembly."
"143","Solyc04g064940.2.1","Receptor like kinase, RLK","AT5G48940","leucine-rich repeat transmembrane protein kinase, putative; similar to leucine-rich repeat transmembrane protein kinase, putative [Arabidopsis thaliana] (TAIR:AT3G24240.1); similar to protein kinase family protein [Arabidopsis thaliana] (TAIR:AT4G26540.1); similar to ATP binding / protein serine/threonine kinase [Arabidopsis thaliana] (TAIR:AT5G56040.2); similar to putative receptor protein kinase [Oryza sativa (japonica cultivar-group)] (GB:BAD10022.1); similar to receptor protein kinase [Pinus sylvestris] (GB:CAC20842.1); similar to CLAVATA-like kinase [Triticum aestivum] (GB:CAJ19346.1); contains InterPro domain Serine/threonine protein kinase; (InterPro:IPR002290); contains InterPro domain Protein kinase-like; (InterPro:IPR011009); contains InterPro domain Leucine-rich repeat; (InterPro:IPR001611); contains InterPro domain Leucine-rich repeat, typical subtype; (InterPro:IPR003591); contains InterPro domain Protein kinase; (InterPro:IPR000719); contains InterPro domain Leucine-rich repeat, plant specific; (InterPro:IPR007090); contains InterPro domain Serine/threonine protein kinase, active site; (InterPro:IPR008271); contains InterPro domain Leucine rich repeat, N-terminal; (InterPro:IPR013210)"
"144","Solyc04g072740.2.1","High affinity sulfate transporter 1 (AHRD V1 **** SUT1_STYHA); contains Interpro domain(s)  IPR001902  Sulphate anion transporter ","AT1G77990","cDNA encoding a sulfate transporter."
"145","Solyc04g072790.1.1","Cellulose synthase (AHRD V1 **** B8XPP7_9ROSI); contains Interpro domain(s)  IPR005150  Cellulose synthase ","AT5G09870","Cellulose Synthase"
"146","Solyc04g076190.1.1","Aspartic proteinase nepenthesin-1 (AHRD V1 **-- B6TDX6_MAIZE); contains Interpro domain(s)  IPR001461  Peptidase A1 ","AT1G09750","chloroplast nucleoid DNA-binding protein-related; similar to aspartyl protease family protein [Arabidopsis thaliana] (TAIR:AT3G54400.1); similar to hypothetical protein [Trifolium pratense] (GB:BAE71208.1); contains InterPro domain Peptidase A1, pepsin; (InterPro:IPR001461); contains InterPro domain Peptidase aspartic, catalytic; (InterPro:IPR009007)"
"147","Solyc04g076830.2.1","Phosphoglycerate mutase-like protein (AHRD V1 ***- Q8LGT8_SOYBN); contains Interpro domain(s)  IPR013078  Phosphoglycerate mutase ","AT1G58280","similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G64460.6); similar to phosphoglycerate mutase-like protein [Glycine max] (GB:AAG38144.1); contains InterPro domain Phosphoglycerate mutase; (InterPro:IPR013078)"
"148","Solyc04g077780.2.1","LIM domain protein (AHRD V1 **-- Q306K1_BRANA); contains Interpro domain(s)  IPR001781  Zinc finger, LIM-type ","AT1G10200","transcription factor LIM, putative; similar to LIM domain-containing protein [Arabidopsis thaliana] (TAIR:AT2G39900.1); similar to LIM-domain protein [Brassica napus] (GB:ABB51614.1); contains InterPro domain LIM, zinc-binding; (InterPro:IPR001781); contains InterPro domain Bacterial enterotoxin; (InterPro:IPR008992)"
"149","Solyc04g078850.2.1","DNA-directed RNA polymerase (Fragment) (AHRD V1 *-*- Q5D868_SPIOL)","AT1G45230","defective chloroplasts and leaves protein-related / DCL protein-related; similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G46630.1); similar to DCL protein, chloroplast precursor (Defective chloroplasts and leaves protein) (GB:Q42463)"
"150","Solyc04g080390.2.1","Unknown Protein (AHRD V1)","AT5G42765","similar to unknown protein [Oryza sativa (japonica cultivar-group)] (GB:AAP68897.1); similar to Os03g0774400 [Oryza sativa (japonica cultivar-group)] (GB:NP_001051422.1); similar to expressed protein [Oryza sativa (japonica cultivar-group)] (GB:ABF99113.1); contains InterPro domain Twin-arginine translocation pathway signal; (InterPro:IPR006311)"
"151","Solyc04g080820.2.1","Cytokinin oxidase/dehydrogenase (AHRD V1 **** C3VPM7_SOLTU); contains Interpro domain(s)  IPR015345  Cytokinin dehydrogenase 1, FAD and cytokinin binding ","AT1G75450","This gene used to be called AtCKX6. It encodes a protein whose sequence is similar to cytokinin oxidase/dehydrogenase, which catalyzes the degradation of cytokinins."
"152","Solyc04g080900.2.1",NA,NA,NA
"153","Solyc04g081460.2.1",NA,NA,NA
"154","Solyc05g006110.2.1",NA,NA,NA
"155","Solyc05g006670.1.1",NA,NA,NA
"156","Solyc05g007780.2.1","Oxygen evolving enhancer protein 3 (AHRD V1 ***- B6SZC8_MAIZE); contains Interpro domain(s)  IPR008797  Photosystem II oxygen evolving complex protein PsbQ ","AT1G14150","oxygen evolving enhancer 3 (PsbQ) family protein; similar to PSBQ/PSBQ-2 (photosystem II subunit Q-2), calcium ion binding [Arabidopsis thaliana] (TAIR:AT4G05180.1); similar to Putative oxygen evolving enhancer protein 3, identical [Solanum demissum] (GB:AAW28572.1); contains InterPro domain Photosystem II oxygen evolving complex protein PsbQ; (InterPro:IPR008797)"
"157","Solyc05g007940.2.1","Ribonuclease T2 (AHRD V1 ***- Q9ZQX1_CICAR); contains Interpro domain(s)  IPR001568  Ribonuclease T2 ","AT2G02990","member of the ribonuclease T2 family, responds to inorganic phosphate starvation, and inhibits production of anthocyanin.  Also involved in wound-induced signaling independent of jasmonic acid."
"158","Solyc05g009310.2.1",NA,NA,NA
"159","Solyc05g011840.2.1",NA,NA,NA
"160","Solyc05g012780.2.1",NA,NA,NA
"161","Solyc05g013210.2.1","S-like RNase (Fragment) (AHRD V1 ***- Q6QR26_WHEAT); contains Interpro domain(s)  IPR001568  Ribonuclease T2 ","AT1G14220","ribonuclease T2 family protein; similar to RNS3 (RIBONUCLEASE 3), endoribonuclease [Arabidopsis thaliana] (TAIR:AT1G26820.1); similar to S-like ribonuclease [Prunus dulcis] (GB:AAG09465.1); contains InterPro domain Ribonuclease T2; (InterPro:IPR001568)"
"162","Solyc05g013630.1.1",NA,NA,NA
"163","Solyc05g026490.2.1","Phosphoglucomutase/phosphomannomutase family protein (AHRD V1 **-* A3IPW6_9CHRO); contains Interpro domain(s)  IPR016055  Alpha-D-phosphohexomutase, alpha/beta/alpha I, II and III ","AT1G70820","phosphoglucomutase, putative / glucose phosphomutase, putative; similar to phosphoglucosamine mutase family protein [Arabidopsis thaliana] (TAIR:AT5G17530.2); similar to Os06g0476200 [Oryza sativa (japonica cultivar-group)] (GB:NP_001057639.1); similar to phosphoglucomutase [Spinacia oleracea] (GB:CAA53507.1); contains InterPro domain Phosphoglucomutase/phosphomannomutase alpha/beta/alpha domain II; (InterPro:IPR005845); contains InterPro domain Phosphoglucomutase/phosphomannomutase alpha/beta/alpha domain I; (InterPro:IPR005844); contains InterPro domain Phosphoglucomutase/phosphomannomutase alpha/beta/alpha domain III; (InterPro:IPR005846); contains InterPro domain Phosphoglucomutase/phosphomannomutase; (InterPro:IPR005841)"
"164","Solyc05g026550.2.1","NAD(P)H-quinone oxidoreductase subunit L (AHRD V1 *-*- Q05RD4_9SYNE); contains Interpro domain(s)  IPR019654  NADH dehydrogenase, transmembrane subunit NdhL ","AT1G70760","inorganic carbon transport protein-related; similar to NADH dehydrogenase subunit [Thermosynechococcus elongatus BP-1] (GB:NP_681495.1); similar to Os05g0348100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001055267.1)"
"165","Solyc05g026570.2.1",NA,NA,NA
"166","Solyc05g047540.2.1","Pentatricopeptide repeat protein (AHRD V1 ***- Q287V2_9BRAS); contains Interpro domain(s)  IPR002885  Pentatricopeptide repeat ","AT3G42630","pentatricopeptide (PPR) repeat-containing protein; similar to binding [Arabidopsis thaliana] (TAIR:AT4G14190.1); similar to pentatricopeptide repeat protein [Capsella rubella] (GB:ABA18107.1); contains InterPro domain Pentatricopeptide repeat; (InterPro:IPR002885)"
