"","ITAG","SGN_annotation","AGI","gene_name"
"109","Solyc04g082830.2.1","Auxin efflux carrier family protein (AHRD V1 **** D7KJ74_ARALY); contains Interpro domain(s)  IPR004776  Auxin efflux carrier ","AT1G20925","auxin efflux carrier family protein; similar to auxin efflux carrier family protein [Arabidopsis thaliana] (TAIR:AT1G76520.2); similar to Auxin Efflux Carrier [Medicago truncatula] (GB:ABE88820.1); contains InterPro domain Auxin Efflux Carrier; (InterPro:IPR004776)"
"110","Solyc05g005090.2.1","Knotted-1-like homeobox protein H1 (AHRD V1 ***- Q8GUS6_TOBAC); contains Interpro domain(s)  IPR005541  KNOX2 ","AT1G23380","homeodomain transcription factor KNAT6, belonging to class I of KN transcription factor family (which also includes KNAT1 and KNAT2). Expression is increased in as and bop1 leaf mutants."
"111","Solyc05g005610.2.1","SAM domain and HD domain-containing protein 1 (AHRD V1 ***- SAMH1_BOVIN)","AT5G40270","metal-dependent phosphohydrolase HD domain-containing protein; similar to metal-dependent phosphohydrolase HD domain-containing protein [Arabidopsis thaliana] (TAIR:AT5G40290.1); similar to Os01g0109300 [Oryza sativa (japonica cultivar-group)] (GB:NP_001041793.1); similar to Metal-dependent phosphohydrolase (ISS) [Ostreococcus tauri] (GB:CAL49984.1); contains InterPro domain Metal-dependent phosphohydrolase, HD region; (InterPro:IPR003607); contains InterPro domain Metal-dependent phosphohydrolase, HD subdomain; (InterPro:IPR006674)"
"112","Solyc05g005700.2.1","Aldehyde dehydrogenase 1 (AHRD V1 **** Q84V96_LOTCO); contains Interpro domain(s)  IPR015590  Aldehyde dehydrogenase ","AT1G23800","Encodes a mitochondrial aldehyde dehydrogenase; nuclear gene for mitochondrial product."
"113","Solyc05g005780.2.1","AP-1 complex subunit gamma-1 (AHRD V1 ***- B6SV75_MAIZE); contains Interpro domain(s)  IPR017107  Adaptor protein complex AP-1, gamma subunit ","AT1G60070","clathrin binding; similar to GAMMA-ADAPTIN 1 (GAMMA-ADAPTIN 1), clathrin binding [Arabidopsis thaliana] (TAIR:AT1G23900.2); similar to adaptor-related protein complex 1, gamma 1 subunit isoform a [Homo sapiens] (GB:NP_001025178.1); similar to PREDICTED: similar to adaptor protein complex AP-1, gamma 1 subunit isoform 2 [Rattus norve (GB:XP_341687.2); similar to Putative gamma-adaptin 1 [Oryza sativa] (GB:AAK98709.1); contains InterPro domain Adaptin, N-terminal; (InterPro:IPR002553); contains InterPro domain Alpha/gamma adaptin, C-terminal; (InterPro:IPR008152); contains InterPro domain Armadillo-like helical; (InterPro:IPR011989); contains InterPro domain Gamma-adaptin, C-terminal; (InterPro:IPR008153)"
"114","Solyc05g005790.2.1",NA,NA,NA
"115","Solyc05g006100.2.1",NA,NA,NA
"116","Solyc05g006570.1.1","Receptor like kinase, RLK","AT1G27190","leucine-rich repeat transmembrane protein kinase, putative; similar to leucine-rich repeat transmembrane protein kinase, putative [Arabidopsis thaliana] (TAIR:AT3G28450.1); similar to leucine-rich repeat transmembrane protein kinase, putative [Arabidopsis thaliana] (TAIR:AT1G69990.1); similar to Protein kinase [Medicago truncatula] (GB:ABE78632.1); contains InterPro domain Protein kinase-like; (InterPro:IPR011009); contains InterPro domain Leucine-rich repeat; (InterPro:IPR001611); contains InterPro domain Protein kinase; (InterPro:IPR000719); contains InterPro domain Tyrosine protein kinase; (InterPro:IPR001245); contains InterPro domain Leucine-rich repeat, plant specific; (InterPro:IPR007090); contains InterPro domain Leucine rich repeat, N-terminal; (InterPro:IPR013210)"
"117","Solyc05g007510.2.1","RNA-dependent RNA polymerase (AHRD V1 **** C1I213_NICGU); contains Interpro domain(s)  IPR007855  RNA-dependent RNA polymerase, eukaryotic-type ","AT1G14790","Encodes RNA-dependent RNA polymerase.   While not required for virus-induced post-transcriptional gene silencing (PTGS), it can promote turnover of viral RNAs in infected plants. Nomenclature according to Xie, et al. (2004)."
"118","Solyc05g008840.1.1",NA,NA,NA
"119","Solyc05g009770.1.1","Zinc finger family protein (AHRD V1 ***- D7KQE1_ARALY); contains Interpro domain(s)  IPR007087  Zinc finger, C2H2-type ","AT1G13290","zinc finger (C2H2 type) family protein; similar to zinc finger (C2H2 type) protein (WIP2) [Arabidopsis thaliana] (TAIR:AT3G57670.1); similar to Zinc finger, C2H2-type [Medicago truncatula] (GB:ABE93767.1); contains InterPro domain Zinc finger, C2H2-type; (InterPro:IPR007087)"
"120","Solyc05g010060.2.1","Xenotropic and polytropic retrovirus receptor (AHRD V1 **-* B2GU54_XENTR); contains Interpro domain(s)  IPR004342  EXS, C-terminal ","AT1G68740","EXS family protein / ERD1/XPR1/SYG1 family protein; similar to PHO1 (PHOSPHATE 1) [Arabidopsis thaliana] (TAIR:AT3G23430.1); similar to putative PHO1-like protein [Oryza sativa (japonica cultivar-group)] (GB:BAD44936.1); similar to Os06g0493600 [Oryza sativa (japonica cultivar-group)] (GB:NP_001057682.1); contains InterPro domain SPX, N-terminal; (InterPro:IPR004331); contains InterPro domain EXS, C-terminal; (InterPro:IPR004342)"
"121","Solyc05g010100.2.1",NA,NA,NA
"122","Solyc05g012280.2.1",NA,NA,NA
"123","Solyc05g012440.2.1",NA,NA,NA
"124","Solyc05g013450.2.1","Mate efflux family protein (AHRD V1 **-- D7LR70_ARALY); contains Interpro domain(s)  IPR002528  Multi antimicrobial extrusion protein MatE ","AT1G12950","MATE efflux family protein; similar to MATE efflux family protein [Arabidopsis thaliana] (TAIR:AT3G26590.1); similar to MATE efflux family protein [Arabidopsis thaliana] (TAIR:AT5G38030.1); similar to MATE efflux family protein [Arabidopsis thaliana] (TAIR:AT1G23300.1); similar to integral membrane protein-like [Oryza sativa (japonica cultivar-group)] (GB:BAD87151.1); similar to Os08g0550200 [Oryza sativa (japonica cultivar-group)] (GB:NP_001062445.1); similar to putative anthocyanin permease [Lycopersicon esculentum] (GB:AAQ55183.1); contains InterPro domain Multi antimicrobial extrusion protein MatE; (InterPro:IPR002528)"
"125","Solyc05g013930.1.1",NA,NA,NA
"126","Solyc05g018890.1.1",NA,NA,NA
"127","Solyc05g021580.2.1",NA,NA,NA
"128","Solyc05g024240.2.1","Fatty acid oxidation complex subunit alpha (AHRD V1 ***- FADJ_SHIF8); contains Interpro domain(s)  IPR001753  Crotonase, core ","AT5G43280","Encodes the peroxisomal delta 3,5-delta2,4-dienoyl-CoA isomerase, a enzyme involved in degradation of unsaturated fatty acids. Gene expression is induced upon seed germination."
"129","Solyc05g040040.1.1","F-box protein GID2 (AHRD V1 ***- B6SU06_MAIZE); contains Interpro domain(s)  IPR001810  Cyclin-like F-box ","AT5G48170","encodes an F-box protein whose protein sequence is similar to SLY1, which belongs to SCF-SLY1 E3 ligase complex. SCF-SLY1 E3 ligase degrades DELLA proteins that are involved in promoting growth. Overexpression of SLY2 can partially compensate sly1-10 mutant phenotype of dwarfism."
"130","Solyc05g041220.1.1","Transcriptional regulator STERILE APETALA (AHRD V1 ***- SAP_ARATH); contains Interpro domain(s)  IPR017986  WD40 repeat, region ","AT5G35770","A recessive mutation in the Arabidopsis STERILE APETALA (SAP) causes severe aberrations in inflorescence  and flower and ovule development."
"131","Solyc05g050920.2.1","Flavin-monooxygenase (AHRD V1 **** C5H9Q5_BRARP); contains Interpro domain(s)  IPR000960  Flavin-containing monooxygenase FMO ","AT1G12200","flavin-containing monooxygenase family protein / FMO family protein; similar to flavin-containing monooxygenase family protein / FMO family protein [Arabidopsis thaliana] (TAIR:AT1G62580.1); similar to FMO-like protein [Thellun (GB:ABJ98059.1); contains InterPro domain NAD-binding site; (InterPro:IPR000205); contains InterPro domain Pyridine nucleotide-disulphide oxidoreductase, class I; (InterPro:IPR001100); contains InterPro domain Molybdenum cofactor biosynthesis; (InterPro:IPR009036); contains InterPro domain Adrenodoxin reductase; (InterPro:IPR000759); contains InterPro domain Flavin-containing monooxygenase FMO; (InterPro:IPR000960); contains InterPro domain Fumarate reductase/succinate dehydrogenase flavoprotein, N-terminal; (InterPro:IPR003953); contains InterPro domain FAD-dependent pyridine nucleotide-disulphide oxidoreductase; (InterPro:IPR013027)"
"132","Solyc05g051460.2.1",NA,NA,NA
"133","Solyc05g052280.2.1","Peroxidase (AHRD V1 ***- B9VRK9_CAPAN); contains Interpro domain(s)  IPR002016  Haem peroxidase, plant/fungal/bacterial ","AT5G05340","peroxidase, putative; Identical to Peroxidase 52 precursor (EC 1.11.1.7) (Atperox P52) (ATP49) (PER52) [Arabidopsis Thaliana] (GB:Q9FLC0); similar to peroxidase, putative [Arabidopsis thaliana] (TAIR:AT5G58400.1); similar to Peroxidase P7 (TP7) (GB:P00434); contains InterPro domain Haem peroxidase; (InterPro:IPR010255); contains InterPro domain Haem peroxidase, plant/fungal/bacterial; (InterPro:IPR002016); contains InterPro domain Plant peroxidase; (InterPro:IPR000823)"
"134","Solyc05g055020.2.1",NA,NA,NA
"135","Solyc05g056360.1.1",NA,NA,NA
"136","Solyc06g005050.2.1",NA,NA,NA
"137","Solyc06g005560.2.1","Expansin-1 (AHRD V1 ***- Q6RX69_PETHY); contains Interpro domain(s)  IPR007112  Expansin 45, endoglucanase-like  IPR007117  Pollen allergen/expansin, C-terminal ","AT2G39700","putative expansin. Naming convention from the Expansin Working Group (Kende et al, 2004. Plant Mol Bio).  Involved in the formation of nematode-induced syncytia in roots of Arabidopsis thaliana."
"138","Solyc06g005700.1.1",NA,NA,NA
"139","Solyc06g007790.1.1",NA,NA,NA
"140","Solyc06g011540.2.1",NA,NA,NA
"141","Solyc06g035410.1.1",NA,NA,NA
"142","Solyc06g050790.2.1","Amino acid transporter (AHRD V1 **** B9HYI5_POPTR); contains Interpro domain(s)  IPR013057  Amino acid transporter, transmembrane ","AT3G56200","amino acid transporter family protein; similar to amino acid transporter family protein [Arabidopsis thaliana] (TAIR:AT2G40420.1); similar to Amino acid/polyamine transporter II [Medicago truncatula] (GB:ABE86055.1); contains InterPro domain Amino acid/polyamine transporter II; (InterPro:IPR002422); contains InterPro domain Amino acid transporter, transmembrane; (InterPro:IPR013057)"
"143","Solyc06g053970.2.1",NA,NA,NA
"144","Solyc06g054020.2.1","Helicase (AHRD V1 *--- B3LLX3_YEAS1)","AT1G05460","Encodes a protein with similarity to RNA helicases. Mutants are defective in post-transcriptional gene silencing."
"145","Solyc06g054240.2.1",NA,NA,NA
"146","Solyc06g054490.2.1","Prolyl 4-hydroxylase alpha subunit-like protein (AHRD V1 ***- Q8LAN3_ARATH); contains Interpro domain(s)  IPR006620  Prolyl 4-hydroxylase, alpha subunit ","AT5G18900","oxidoreductase, 2OG-Fe(II) oxygenase family protein; similar to AT-P4H-2 (A. THALIANA P4H ISOFORM 2), oxidoreductase, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors / procollagen-proline 4-dioxygenase [Arabidopsis thaliana] (TAIR:AT3G06300.1); similar to prolyl 4-hydroxylase [Dianthus caryophyllus] (GB:AAT84604.1); similar to Os05g0489100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001055890.1); contains InterPro domain Prolyl 4-hydroxylase, alpha subunit; (InterPro:IPR006620); contains InterPro domain Metridin-like ShK toxin; (InterPro:IPR003582); contains InterPro domain 2OG-Fe(II) oxygenase; (InterPro:IPR005123)"
"147","Solyc06g060700.1.1",NA,NA,NA
"148","Solyc06g060710.2.1","Glycogenin 2 (AHRD V1 *--- Q1ZYL7_HUMAN); contains Interpro domain(s)  IPR002495  Glycosyl transferase, family 8 ","AT2G35710","glycogenin glucosyltransferase (glycogenin)-related; similar to glycogenin glucosyltransferase (glycogenin)-related [Arabidopsis thaliana] (TAIR:AT4G16600.1); similar to Glycosyl transferase, family 8 [Medicago truncatula] (GB:ABE80888.1); contains InterPro domain Glycosyl transferase, family 8; (InterPro:IPR002495)"
"149","Solyc06g065480.2.1","Protein tyrosine phosphatase non-receptor type 6 (AHRD V1 **** A5D980_BOVIN); contains Interpro domain(s)  IPR000242  Protein-tyrosine phosphatase, receptor/non-receptor type ","AT1G71860","Encodes a protein with  tyrosine phosphatase activity that is downregulated in response to cold and upregulated in response to salt stress."
"150","Solyc06g068690.2.1","Glutamyl-tRNA(Gln) amidotransferase subunit A (AHRD V1 ***- A3HSJ3_9BACT); contains Interpro domain(s)  IPR000120  Amidase signature enzyme ","AT5G07360","amidase family protein; similar to glutamyl-tRNA(Gln) amidotransferase, putative [Arabidopsis thaliana] (TAIR:AT3G25660.1); similar to amidase-like protein [Nicotiana tabacum] (GB:BAC53930.1); similar to Amidase [Medicago truncatula] (GB:ABE85659.1); similar to amidase family protein, putative, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABA94086.2); contains InterPro domain Amidase; (InterPro:IPR000120)"
"151","Solyc06g072480.1.1",NA,NA,NA
"152","Solyc06g073970.1.1","AT5G22070 protein (Fragment) (AHRD V1 ***- B9DHZ2_ARATH); contains Interpro domain(s)  IPR004949  Protein of unknown function DUF266, plant ","AT3G52060","similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G22070.1); similar to Protein of unknown function DUF266, plant [Medicago truncatula] (GB:ABE91847.1); similar to Os03g0648100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001050776.1); similar to Protein of unknown function DUF266, plant [Medicago truncatula] (GB:ABE78946.1); contains InterPro domain Protein of unknown function DUF266, plant; (InterPro:IPR004949)"
"153","Solyc06g074320.2.1","BZIP transcription factor (AHRD V1 ***- Q93XM6_ARATH); contains Interpro domain(s)  IPR011616  bZIP transcription factor, bZIP-1 ","AT1G08320","DNA binding; similar to bZIP family transcription factor [Arabidopsis thaliana] (TAIR:AT5G06839.1); similar to Os01g0859500 [Oryza sativa (japonica cultivar-group)] (GB:NP_001044868.1); similar to TGACG-sequence-specific DNA-binding protein TGA-2.1, putative, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABA95838.1); similar to Os12g0152900 [Oryza sativa (japonica cultivar-group)] (GB:NP_001066179.1); contains InterPro domain bZIP transcription factor, bZIP_1; (InterPro:IPR011616); contains InterPro domain Basic-leucine zipper (bZIP) transcription factor; (InterPro:IPR004827)"
"154","Solyc06g076960.1.1",NA,NA,NA
"155","Solyc06g083860.2.1",NA,NA,NA
"156","Solyc06g083880.2.1","Unknown Protein (AHRD V1)","AT2G20515","similar to Os04g0517000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001053317.1); similar to OSJNBa0073E02.5 [Oryza sativa (japonica cultivar-group)] (GB:CAE05445.2); similar to OSIGBa0145M07.3 [Oryza sativa (indica cultivar-group)] (GB:CAH67221.1)"
"157","Solyc07g008010.2.1",NA,NA,NA
"158","Solyc07g037950.1.1","Ectonucleotide pyrophosphatase/phosphodiesterase 1 (AHRD V1 **** B6SGJ5_MAIZE); contains Interpro domain(s)  IPR002591  Type I phosphodiesterase/nucleotide pyrophosphatase/phosphate transferase ","AT4G29680","type I phosphodiesterase/nucleotide pyrophosphatase family protein; similar to type I phosphodiesterase/nucleotide pyrophosphatase family protein [Arabidopsis thaliana] (TAIR:AT4G29690.1); similar to Type I phosphodiesterase/nucleotide pyrophosphatase [Medicago truncatula] (GB:ABE79240.1); similar to nucleotide pyrophosphatase-like protein [Spinacia oleracea] (GB:BAB20681.1); similar to Type I phosphodiesterase/nucleotide pyrophosphatase [Medicago truncatula] (GB:ABE90599.1); contains InterPro domain Type I phosphodiesterase/nucleotide pyrophosphatase; (InterPro:IPR002591)"
"159","Solyc07g041640.2.1",NA,NA,NA
"160","Solyc07g042550.2.1","Sucrose synthase (AHRD V1 **** O82691_SOLLC); contains Interpro domain(s)  IPR012820  Sucrose synthase, plants and cyanobacteria  IPR000368  Sucrose synthase ","AT3G43190","Encodes a protein with sucrose synthase activity (SUS4)."
"161","Solyc07g045550.1.1","Transcriptional regulator STERILE APETALA (AHRD V1 ***- SAP_ARATH); contains Interpro domain(s)  IPR017986  WD40 repeat, region ","AT5G35770","A recessive mutation in the Arabidopsis STERILE APETALA (SAP) causes severe aberrations in inflorescence  and flower and ovule development."
"162","Solyc07g049400.1.1",NA,NA,NA
"163","Solyc07g053980.2.1","Glucan synthase like 1 (AHRD V1 ***- D8R536_SELML); contains Interpro domain(s)  IPR003440  Glycosyl transferase, family 48 ","AT4G03550","Encodes a callose synthase that is required for wound and papillary callose formation in response to fungal pathogens Erysiphe and Blumeria.  Mutants are resistant to P. parasitica and exhibit an exaggerated PR1 response.Contributes to PAMP-induced basal defense."
"164","Solyc07g056440.2.1","Glutathione S-transferase-like protein (AHRD V1 **** Q8GVD1_SOLLC); contains Interpro domain(s)  IPR004046  Glutathione S-transferase, C-terminal ","AT1G17180","Encodes glutathione transferase belonging to the tau class of GSTs. Naming convention according to Wagner et al. (2002)."
"165","Solyc07g062040.2.1","ATP-binding/protein serine/threonine kinase (AHRD V1 **** C6ZRM4_SOYBN); contains Interpro domain(s)  IPR002290  Serine/threonine protein kinase ","AT1G78530","protein kinase family protein; similar to leucine-rich repeat transmembrane protein kinase, putative [Arabidopsis thaliana] (TAIR:AT1G31420.1); similar to Os01g0247500 [Oryza sativa (japonica cultivar-group)] (GB:NP_001042578.1); similar to putative brassinosteroid receptor [Oryza sativa (japonica cultivar-group)] (GB:BAB18321.1); contains InterPro domain Protein kinase-like; (InterPro:IPR011009); contains InterPro domain Protein kinase; (InterPro:IPR000719); contains InterPro domain Serine/threonine protein kinase, active site; (InterPro:IPR008271)"
"166","Solyc07g062070.2.1","Ribokinase (AHRD V1 ***- C5RCK9_WEIPA); contains Interpro domain(s)  IPR011611  Carbohydrate/purine kinase ","AT1G17160","pfkB-type carbohydrate kinase family protein; similar to pfkB-type carbohydrate kinase family protein [Arabidopsis thaliana] (TAIR:AT1G06030.1); similar to Os01g0665400 [Oryza sativa (japonica cultivar-group)] (GB:NP_001043796.1); similar to Ribokinase [Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842] (GB:YP_618630.1); contains InterPro domain PfkB; (InterPro:IPR011611); contains InterPro domain Carbohydrate kinase, PfkB; (InterPro:IPR002173); contains InterPro domain Ribokinase; (InterPro:IPR002139)"
"167","Solyc07g062500.2.1","Cytochrome P450","AT3G14690","putative cytochrome P450"
"168","Solyc07g065520.2.1",NA,NA,NA
"169","Solyc07g065540.1.1",NA,NA,NA
"170","Solyc07g065920.2.1",NA,NA,NA
"171","Solyc07g066250.1.1","GRAS family transcription factor (Fragment) (AHRD V1 **-* B1Q3B1_BRACM); contains Interpro domain(s)  IPR005202  GRAS transcription factor ","AT1G55580","Encodes a member of the GRAS family of putative transcriptional regulators. It is involved in the initiation of axillary meristems during both the vegetative and reproductive growth phases and functions upstream of REV and AXR1 in the regulation of shoot branching."
"172","Solyc08g005650.2.1",NA,NA,NA
"173","Solyc08g006240.1.1",NA,NA,NA
"174","Solyc08g007420.2.1","L-lactate dehydrogenase (AHRD V1 **** Q96570_SOLLC); contains Interpro domain(s)  IPR011304  L-lactate dehydrogenase ","AT4G17260","L-lactate dehydrogenase, putative; similar to PMDH1 (PEROXISOMAL NAD-MALATE DEHYDROGENASE 1), malate dehydrogenase [Arabidopsis thaliana] (TAIR:AT2G22780.1); similar to PMDH2 (PEROXISOMAL NAD-MALATE DEHYDROGENASE 2) [Arabidopsis thaliana] (TAIR:AT5G09660.2); similar to L-lactate dehydrogenase, putative [Brassica oleracea] (GB:ABD65114.1); contains InterPro domain NAD-binding site; (InterPro:IPR000205); contains InterPro domain L-lactate dehydrogenase; (InterPro:IPR011304); contains InterPro domain Lactate/malate dehydrogenase; (InterPro:IPR001236); contains InterPro domain L-lactate/malate dehydrogenase; (InterPro:IPR001557)"
"175","Solyc08g007530.2.1",NA,NA,NA
"176","Solyc08g007690.1.1",NA,NA,NA
"177","Solyc08g007910.2.1",NA,NA,NA
"178","Solyc08g014480.2.1","Beta Galactosidase-like protein (AHRD V1 ***- Q9M1I3_ARATH); contains Interpro domain(s)  IPR006103  Glycoside hydrolase family 2, TIM barrel ","AT3G54440","glycoside hydrolase family 2 protein; similar to hypothetical protein VchoV5_02000978 [Vibrio cholerae V51] (GB:ZP_01486357.1); similar to beta-galactosidase [synthetic construct] (GB:AAC26782.1); similar to COG3250: Beta-galactosidase/beta-glucuronidase [Vibrio cholerae O395] (GB:ZP_00757050.1); contains InterPro domain Galactose mutarotase-like; (InterPro:IPR011013); contains InterPro domain Glycoside hydrolase, family 2; (InterPro:IPR006101); contains InterPro domain Glycoside hydrolase family 2, sugar binding; (InterPro:IPR006104); contains InterPro domain Glycoside hydrolase family 2, immunoglobulin-like beta-sandwich; (InterPro:IPR006102); contains InterPro domain Glycoside hydrolase, family 42, domain 5; (InterPro:IPR004199); contains InterPro domain Galactose-binding like; (InterPro:IPR008979); contains InterPro domain Glycoside hydrolase family 2, TIM barrel; (InterPro:IPR006103)"
"179","Solyc08g021890.2.1","DnaJ homolog subfamily C member 13 (AHRD V1 **-- DJC13_HUMAN)","AT2G26890","GRV2 has sequence similarity to the C. elegans protein RME-8 which is involved in endocytosis.  grv2 mutants result in a reduction in gravitropic response in hypocotyls and shoots but do not affect root gravitropism. The mutants are defective in amyloplast sedimentation."
"180","Solyc08g029050.2.1",NA,NA,NA
"181","Solyc08g044510.2.1","Beta-glucosidase D2 (AHRD V1 ***- B2ZUU1_LOTJA); contains Interpro domain(s)  IPR001360  Glycoside hydrolase, family 1 ","AT2G44480","glycosyl hydrolase family 1 protein; similar to glycosyl hydrolase family 1 protein [Arabidopsis thaliana] (TAIR:AT2G44450.1); similar to Glycoside hydrolase, family 1 [Medicago truncatula] (GB:ABE86373.1); contains InterPro domain 6-phospho-beta-galactosidase, eukaryotic; (InterPro:IPR011580); contains InterPro domain Glycoside hydrolase, family 1; (InterPro:IPR001360)"
"182","Solyc08g048430.2.1","F-box family protein (AHRD V1 ***- D7MS00_ARALY); contains Interpro domain(s)  IPR001810  Cyclin-like F-box ","AT5G46170","F-box family protein; similar to F-box family protein [Arabidopsis thaliana] (TAIR:AT4G18380.1); similar to P0432B10.4 [Oryza sativa (japonica cultivar-group)] (GB:BAB90386.1); similar to Os05g0510400 [Oryza sativa (japonica cultivar-group)] (GB:NP_001056009.1); similar to Os01g0770400 [Oryza sativa (japonica cultivar-group)] (GB:NP_001044377.1); contains InterPro domain Cyclin-like F-box; (InterPro:IPR001810)"
"183","Solyc08g062970.1.1","Glutaredoxin (AHRD V1 ***- B9H2P7_POPTR); contains Interpro domain(s)  IPR011905  Glutaredoxin-like, plant II ","AT4G33040","glutaredoxin family protein; Identical to Glutaredoxin-C6 (AtGrxC6) (GRXC6) [Arabidopsis Thaliana] (GB:Q8L9S3;GB:O82644); similar to glutaredoxin family protein [Arabidopsis thaliana] (TAIR:AT5G11930.1); similar to Glutaredoxin [Medicago truncatula] (GB:ABE86256.1); contains InterPro domain Thioredoxin-like fold; (InterPro:IPR012336); contains InterPro domain Glutaredoxin; (InterPro:IPR002109); contains InterPro domain Thioredoxin fold; (InterPro:IPR012335); contains InterPro domain Glutaredoxin-like, plant II; (InterPro:IPR011905)"
"184","Solyc08g066940.2.1",NA,NA,NA
"185","Solyc08g067390.2.1",NA,NA,NA
"186","Solyc08g068460.1.1",NA,NA,NA
"187","Solyc08g075430.2.1","ABC transporter G family member 14 (AHRD V1 ***- AB14G_ARATH); contains Interpro domain(s)  IPR013525  ABC-2 type transporter ","AT1G31770","ABC transporter family protein; Identical to White-brown complex homolog protein 14 (WBC14) [Arabidopsis Thaliana] (GB:Q9C6W5;GB:Q9C6R7); similar to ABC transporter family protein [Arabidopsis thaliana] (TAIR:AT4G27420.1); similar to ABC transporter-like protein [Brassica rapa] (GB:ABB97034.1); similar to Os08g0167000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001061077.1); contains InterPro domain ABC-2 type transporter; (InterPro:IPR013525); contains InterPro domain AAA ATPase; (InterPro:IPR003593); contains InterPro domain ABC transporter related; (InterPro:IPR003439)"
"188","Solyc08g080990.2.1",NA,NA,NA
"189","Solyc08g081370.1.1","RING-H2 finger protein (AHRD V1 *-*- Q30D22_PONTR); contains Interpro domain(s)  IPR011016  Zinc finger, RING-CH-type ","AT3G61460","Encodes a novel ring finger protein and forms an N-terminal hydrophobic domain and a C-terminal RING-H2 signature. Expression is down regulated by brassinolide."
"190","Solyc08g082470.1.1",NA,NA,NA
"191","Solyc08g083150.1.1",NA,NA,NA
"192","Solyc09g005650.1.1",NA,NA,NA
"193","Solyc09g009250.2.1",NA,NA,NA
"194","Solyc09g009370.2.1",NA,NA,NA
"195","Solyc09g010690.2.1","Ankyrin repeat domain-containing protein 28 (AHRD V1 ***- B6TJ47_MAIZE); contains Interpro domain(s)  IPR002110  Ankyrin ","AT2G28840","ankyrin repeat family protein; similar to ankyrin repeat family protein [Arabidopsis thaliana] (TAIR:AT5G07270.1); similar to ring zinc finger protein [Artemisia desertorum] (GB:AAY17949.1); contains InterPro domain Ankyrin; (InterPro:IPR002110); contains InterPro domain Zinc finger, RING-type; (InterPro:IPR001841)"
"196","Solyc09g015180.2.1",NA,NA,NA
"197","Solyc09g018430.2.1",NA,NA,NA
"198","Solyc09g025280.1.1",NA,NA,NA
"199","Solyc09g057640.2.1","Cellulose synthase-like C1-2 glycosyltransferase family 2 protein (AHRD V1 **** D8T077_SELML); contains Interpro domain(s)  IPR001173  Glycosyl transferase, family 2 ","AT3G07330","encodes a gene similar to cellulose synthase"
"200","Solyc09g057710.2.1",NA,NA,NA
"201","Solyc09g060080.2.1",NA,NA,NA
"202","Solyc09g061410.1.1",NA,NA,NA
"203","Solyc09g065670.2.1",NA,NA,NA
"204","Solyc09g072670.2.1","Rho GDP dissociation inhibitor 1 (AHRD V1 **** Q705X4_MEDTR); contains Interpro domain(s)  IPR000406  RHO protein GDP dissociation inhibitor ","AT3G07880","Rho GDP-dissociation inhibitor family protein; Identical to Rho GDP-dissociation inhibitor 1 (Rho GDI-1) (AtRhoGDI1) (GDI1) [Arabidopsis Thaliana] (GB:Q9SFC6); similar to Rho GDP-dissociation inhibitor family protein [Arabidopsis thaliana] (TAIR:AT1G62450.1); similar to Rho GDP dissociation inhibitor 2 [Medicago truncatula] (GB:CAF02296.1); contains InterPro domain RHO protein GDP dissociation inhibitor; (InterPro:IPR000406)"
"205","Solyc09g072890.1.1",NA,NA,NA
"206","Solyc09g089610.2.1",NA,NA,NA
"207","Solyc09g090180.1.1",NA,NA,NA
"208","Solyc09g091060.2.1",NA,NA,NA
"209","Solyc09g091880.2.1","Myb family transcription factor (AHRD V1 **-* D7L484_ARALY); contains Interpro domain(s)  IPR006447  Myb-like DNA-binding region, SHAQKYF class ","AT3G24120","myb family transcription factor; similar to UNE16 (unfertilized embryo sac 16) [Arabidopsis thaliana] (TAIR:AT4G13640.2); similar to myb family transcription factor-like [Oryza sativa (japonica cultivar-group)] (GB:BAD26189.1); similar to Os02g0174000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001046045.1); contains InterPro domain Homeodomain-like; (InterPro:IPR009057); contains InterPro domain Myb-like DNA-binding region, SHAQKYF class; (InterPro:IPR006447); contains InterPro domain Myb, DNA-binding; (InterPro:IPR001005)"
"210","Solyc09g091960.2.1",NA,NA,NA
"211","Solyc10g007830.1.1","LRR receptor-like serine/threonine-protein kinase, RLP","AT2G42800","leucine-rich repeat family protein; similar to TMM (TOO MANY MOUTHS), protein binding [Arabidopsis thaliana] (TAIR:AT1G80080.1); similar to unknown protein [Oryza sativa (japonica cultivar-group)] (GB:AAS72353.1); similar to putative leucine-rich repeat protein [Oryza sativa (japonica cultivar-group)] (GB:AAT47071.1); contains InterPro domain Leucine-rich repeat; (InterPro:IPR001611); contains InterPro domain Leucine-rich repeat, plant specific; (InterPro:IPR007090)"
