"","ITAG","SGN_annotation","AGI","gene_name"
"130","Solyc11g040330.1.1","Endo-1 4-beta-xylanase (AHRD V1 **-- B6SW51_MAIZE); contains Interpro domain(s)  IPR013781  Glycoside hydrolase, subgroup, catalytic core ","AT4G38650","glycosyl hydrolase family 10 protein; similar to glycosyl hydrolase family 10 protein [Arabidopsis thaliana] (TAIR:AT4G38300.1); similar to Glycosyl hydrolase family 10 protein, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABF94920.1); similar to Glycosyl hydrolase family 10 protein, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABF94921.1); contains InterPro domain Glycoside hydrolase, family 10; (InterPro:IPR001000); contains InterPro domain Galactose-binding like; (InterPro:IPR008979)"
"131","Solyc11g071550.1.1","Glutamyl-tRNA(Gln) amidotransferase subunit A (AHRD V1 ***- Q81EC8_BACCR); contains Interpro domain(s)  IPR000120  Amidase signature enzyme ","AT4G34880","amidase family protein; similar to amidase family protein [Arabidopsis thaliana] (TAIR:AT5G07360.2); similar to amidase, putative [Brassica oleracea] (GB:ABD65012.1); contains InterPro domain Amidase; (InterPro:IPR000120)"
"132","Solyc12g008900.1.1","Cytokinin oxidase/dehydrogenase 2 (AHRD V1 ***- C0LPA7_SOLTU); contains Interpro domain(s)  IPR015345  Cytokinin dehydrogenase 1, FAD and cytokinin binding ","AT5G56970","It encodes a protein whose sequence is similar to cytokinin oxidase/dehydrogenase, which catalyzes the degradation of cytokinins."
"133","Solyc12g010030.1.1",NA,NA,NA
"134","Solyc12g010710.1.1",NA,NA,NA
"135","Solyc12g020120.1.1",NA,NA,NA
"136","Solyc12g042110.1.1",NA,NA,NA
"137","Solyc12g045030.1.1","Short-chain dehydrogenase/reductase family protein (AHRD V1 **-- D7LV30_ARALY); contains Interpro domain(s)  IPR002347  Glucose/ribitol dehydrogenase ","AT3G55310","oxidoreductase; similar to short-chain dehydrogenase/reductase (SDR) family protein [Arabidopsis thaliana] (TAIR:AT3G55290.2); similar to putative short-chain type alcohol dehydrogenase [Solanum tuberosum] (GB:AAN32641.1); contains InterPro domain Short-chain dehydrogenase/reductase SDR; (InterPro:IPR002198); contains InterPro domain Glucose/ribitol dehydrogenase; (InterPro:IPR002347)"
"138","Solyc12g087830.1.1",NA,NA,NA
"139","Solyc12g087840.1.1",NA,NA,NA
"140","Solyc12g094650.1.1",NA,NA,NA
"141","Solyc12g098910.1.1","CBL-interacting protein kinase 1 (AHRD V1 ***- A0MNI9_POPTR); contains Interpro domain(s)  IPR002290  Serine/threonine protein kinase ","AT3G17510","Encodes a CBL-interacting protein kinase. Specifically interacts with ECT1 and ECT2."
