"","ITAG","SGN_annotation","AGI","gene_name"
"118","Solyc05g056030.2.1","Patatin-like protein 3 (AHRD V1 ***- B6TPQ5_MAIZE); contains Interpro domain(s)  IPR002641  Patatin ","AT2G39220","PLA IIB/PLP6 (Patatin-like protein 6); nutrient reservoir; similar to PLA IIIA/PLP7 (Patatin-like protein 7) [Arabidopsis thaliana] (TAIR:AT3G54950.1); similar to putative lipid acyl hydrolase [Oryza sativa] (GB:AAK72885.1); similar to Os03g0254400 [Oryza sativa (japonica cultivar-group)] (GB:NP_001049586.1); contains InterPro domain Patatin; (InterPro:IPR002641)"
"119","Solyc06g007190.2.1",NA,NA,NA
"120","Solyc06g008390.2.1",NA,NA,NA
"121","Solyc06g009390.2.1","Protein phosphatase-2C (AHRD V1 ***- O82469_MESCR); contains Interpro domain(s)  IPR015655  Protein phosphatase 2C ","AT3G62260","protein phosphatase 2C, putative / PP2C, putative; similar to protein phosphatase type 2C [Arabidopsis thaliana] (TAIR:AT1G48040.1); similar to Protein phosphatase 2C [Medicago truncatula] (GB:ABE82399.1); contains InterPro domain Protein phosphatase 2C-like; (InterPro:IPR001932)"
"122","Solyc06g035610.2.1",NA,NA,NA
"123","Solyc06g036060.2.1",NA,NA,NA
"124","Solyc06g051260.2.1",NA,NA,NA
"125","Solyc06g051440.2.1","Transmembrane anterior posterior transformation protein 1 homolog (AHRD V1 **-- TAPT1_HUMAN); contains Interpro domain(s)  IPR008010  Membrane protein,Tapt1/CMV receptor ","AT1G67960","similar to hypothetical protein [Oryza sativa (japonica cultivar-group)] (GB:AAL58202.1); similar to Os03g0715400 [Oryza sativa (japonica cultivar-group)] (GB:NP_001051076.1); contains InterPro domain Protein of unknown function DUF747, CMV receptor; (InterPro:IPR008010)"
"126","Solyc06g054480.2.1",NA,NA,NA
"127","Solyc06g059740.2.1","Alcohol dehydrogenase 2 (AHRD V1 **** Q84UY3_PETHY); contains Interpro domain(s)  IPR002085  Alcohol dehydrogenase superfamily, zinc-containing ","AT1G77120","Catalyzes the reduction of acetaldehyde using NADH as reductant. Requires zinc for activity. Dimer. Anaerobic response polypeptide (ANP). Fermentation. The protein undergoes thiolation following treatment with the oxidant tert-butylhydroperoxide."
"128","Solyc06g063120.2.1","Protein-O-fucosyltransferase-like protein (AHRD V1 ***- D8RI05_SELML); contains Interpro domain(s)  IPR019378  GDP-fucose protein O-fucosyltransferase ","AT5G50420","similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G53770.1); similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G17270.1); similar to hypothetical protein MtrDRAFT_AC135796g16v1 [Medicago truncatula] (GB:ABE82081.1); contains domain FAMILY NOT NAMED (PTHR13398)"
"129","Solyc06g065870.2.1","Unknown Protein (AHRD V1)","AT2G12400","similar to unknown protein [Arabidopsis thaliana] (TAIR:AT2G25270.1); similar to H0306F03.12 [Oryza sativa (indica cultivar-group)] (GB:CAH68245.1); similar to Os04g0644000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001054054.1); similar to Os02g0799300 [Oryza sativa (japonica cultivar-group)] (GB:NP_001048408.1)"
"130","Solyc06g069830.1.1",NA,NA,NA
"131","Solyc06g071640.2.1","Alliinase (Fragment) (AHRD V1 ***- Q94EJ8_ALLFI); contains Interpro domain(s)  IPR006948  Allinase, C-terminal ","AT4G24670","alliinase family protein; similar to alliinase family protein [Arabidopsis thaliana] (TAIR:AT1G23320.1); similar to Alliinase EGF-like; Allinase, C-terminal [Medicago truncatula] (GB:ABE79686.1); contains InterPro domain Allinase, C-terminal; (InterPro:IPR006948)"
"132","Solyc06g071990.2.1",NA,NA,NA
"133","Solyc06g072520.1.1",NA,NA,NA
"134","Solyc06g072760.2.1","Syntaxin (AHRD V1 ***- Q8LJR4_SOYBN); contains Interpro domain(s)  IPR010989  t-SNARE ","AT5G16830","member of SYP2 Gene Family. Over-expression of the gene in tobacco protoplasts leads to a disruption of vacuolar transport from the prevacuolar compartment (PVC) to the vacuole, but not from the Golgi apparatus to the plasma membrane."
"135","Solyc06g072770.2.1","RNA recognition motif-containing protein (AHRD V1 **-- D7M9G3_ARALY); contains Interpro domain(s)  IPR001395  Aldo/keto reductase ","AT4G17720","RNA recognition motif (RRM)-containing protein; similar to RNA recognition motif (RRM)-containing protein [Arabidopsis thaliana] (TAIR:AT5G46870.1); similar to RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain) containing protein [Brassica oleracea] (GB:ABD65610.1); similar to RNA recognition motif (RRM)-containing protein [Brassica oleracea] (GB:ABD65158.1); contains InterPro domain Nucleotide-binding, alpha-beta plait; (InterPro:IPR012677); contains InterPro domain RNA-binding region RNP-1 (RNA recognition motif); (InterPro:IPR000504)"
"136","Solyc06g074750.1.1",NA,NA,NA
"137","Solyc06g082210.1.1",NA,NA,NA
"138","Solyc07g014670.2.1",NA,NA,NA
"139","Solyc07g021550.2.1",NA,NA,NA
"140","Solyc07g021630.2.1","Branched-chain-amino-acid aminotransferase (AHRD V1 **** Q94CF8_CAPAN); contains Interpro domain(s)  IPR005786  Branched-chain amino acid aminotransferase II ","AT1G10070","Encodes a chloroplast branched-chain amino acid aminotransferase. Complements the yeast leu/iso-leu/val auxotrophy mutant."
"141","Solyc07g023990.1.1","Ankyrin repeat domain-containing protein 27 (AHRD V1 *--* ANR27_MOUSE); contains Interpro domain(s)  IPR000641  CbxX/CfqX ","AT3G24530","AAA-type ATPase family protein / ankyrin repeat family protein; similar to ankyrin repeat family protein [Arabidopsis thaliana] (TAIR:AT4G19150.1); similar to probable CbbX protein [Sinorhizobium meliloti 1021] (GB:NP_436729.1); similar to Os02g0266300 [Oryza sativa (japonica cultivar-group)] (GB:NP_001046505.1); contains InterPro domain Ankyrin; (InterPro:IPR002110); contains InterPro domain AAA ATPase; (InterPro:IPR003593); contains InterPro domain CbxX/CfqX; (InterPro:IPR000641); contains InterPro domain AAA ATPase, central region; (InterPro:IPR003959)"
"142","Solyc07g041290.1.1",NA,NA,NA
"143","Solyc07g053100.2.1","S-receptor kinase-like protein 1 (AHRD V1 **** Q5NJB1_SENSQ); contains Interpro domain(s)  IPR002290  Serine/threonine protein kinase ","AT4G21390","B120; protein kinase/ sugar binding; similar to S-locus lectin protein kinase family protein [Arabidopsis thaliana] (TAIR:AT1G11330.1); similar to S-locus lectin protein kinase family protein [Arabidopsis thaliana] (TAIR:AT1G11350.1); similar to S-locus lectin protein kinase family protein [Arabidopsis thaliana] (TAIR:AT1G61610.1); similar to Protein kinase; S-locus glycoprotein; Curculin-like (mannose-binding) lectin; Apple-like [Medicago truncatula] (GB:ABD32350.1); similar to serine/threonine kinase [Brassica oleracea] (GB:CAA73134.1); similar to KI domain interacting kinase 1 [Zea mays] (GB:AAB93834.1); contains InterPro domain Apple-like; (InterPro:IPR003609); contains InterPro domain S-locus glycoprotein; (InterPro:IPR000858); contains InterPro domain Curculin-like (mannose-binding) lectin; (InterPro:IPR001480); contains InterPro domain Protein kinase-like; (InterPro:IPR011009); contains InterPro domain PAN-like, type 2; (InterPro:IPR013227); contains InterPro domain Protein kinase; (InterPro:IPR000719); contains InterPro domain Serine/threonine protein kinase, active site; (InterPro:IPR008271)"
"144","Solyc07g056160.2.1",NA,NA,NA
"145","Solyc07g056470.2.1","Glutathione S-transferase-like protein (AHRD V1 **** Q8GVD1_SOLLC); contains Interpro domain(s)  IPR004046  Glutathione S-transferase, C-terminal ","AT1G78380","Encodes a glutathione transferase that is a member of Tau GST gene family. Expression is induced by drought stress, oxidative stress, and high doses of auxin and cytokinin. naming convention according to Wagner et al. (2002) The expression of this gene is upregulated by herbicide safeners such as benoxacor and fenclorim."
"146","Solyc07g056570.1.1","9-cis-epoxycarotenoid dioxygenase","AT3G14440","Encodes  9-<i>cis</i>-epoxycarotenoid dioxygenase, a key enzyme in the biosynthesis of abscisic acid. Regulated in response to drought and salinity. Expressed in roots, flowers and seeds. Localized to the chloroplast stroma and thylakoid membrane."
"147","Solyc07g062840.2.1","NAC domain protein IPR003441 (AHRD V1 ***- B9N1D6_POPTR); contains Interpro domain(s)  IPR003441  No apical meristem (NAM) protein ","AT5G53950","Transcriptional activator of the NAC gene family, with CUC1 redundantly required for embryonic apical meristem formation, cotyledon separation and expression of STM.  Proper timing of CUC2 expression is required to maintain the phyllotactic pattern initiated in the meristem."
"148","Solyc07g063850.2.1","Indole-3-acetic acid-amido synthetase GH3.8 (AHRD V1 **** B6U4E2_MAIZE); contains Interpro domain(s)  IPR004993  GH3 auxin-responsive promoter ","AT5G54510","Encodes an IAA-amido synthase that conjugates Ala, Asp, Phe, and Trp to auxin. Lines overexpressing this gene accumulate IAA-ASP and are hypersensitive to several auxins.  Identified as a dominant mutation that displays shorter hypocotyls in light grown plants when compared to wild type siblings. Protein is similar to auxin inducible gene from pea (GH3)."
"149","Solyc07g065110.1.1",NA,NA,NA
"150","Solyc07g066350.1.1",NA,NA,NA
"151","Solyc08g005320.2.1",NA,NA,NA
"152","Solyc08g005460.2.1","Protein BREVIS RADIX (AHRD V1 ***- BRX_ARATH); contains Interpro domain(s)  IPR013591  Disease resistance/zinc finger/chromosome condensation-like region ","AT1G31880","Belongs to five-member BRX gene family. Arabidopsis BRX genes share high levels of similarity among each others, with several conserved domains. The most distinct is BRX domain - highly conserved in all BRX genes among distantly related species. This protein-protein interaction domain is required and sufficient for BRX activity. BRX protein has shown limited functional redundancy with other members of this family."
"153","Solyc08g007390.2.1",NA,NA,NA
"154","Solyc08g007540.2.1","ACT domain containing protein expressed (AHRD V1 **-- Q10P43_ORYSJ); contains Interpro domain(s)  IPR002912  Amino acid-binding ACT ","AT1G12420","ACR8 (ACT Domain Repeat 8); similar to ACR7 (ACT Domain Repeat 7) [Arabidopsis thaliana] (TAIR:AT4G22780.1); similar to Os03g0247900 [Oryza sativa (japonica cultivar-group)] (GB:NP_001049552.1); similar to ACT domain, putative [Medicago truncatula] (GB:ABE90521.1); similar to Os08g0118100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001060867.1); contains InterPro domain Amino acid-binding ACT; (InterPro:IPR002912)"
"155","Solyc08g007570.2.1",NA,NA,NA
"156","Solyc08g008050.2.1","Aquaporin (AHRD V1 ***- Q8W507_TOBAC); contains Interpro domain(s)  IPR012269  Aquaporin ","AT4G00430","a member of the plasma membrane intrinsic protein subfamily PIP1."
"157","Solyc08g008360.2.1",NA,NA,NA
"158","Solyc08g022240.1.1","Lipase-like protein (AHRD V1 ***- Q8LF19_ARATH); contains Interpro domain(s)  IPR002921  Lipase, class 3 ","AT1G30370","lipase class 3 family protein; similar to lipase class 3 family protein [Arabidopsis thaliana] (TAIR:AT1G06800.1); similar to Os01g0900400 [Oryza sativa (japonica cultivar-group)] (GB:NP_001045105.1); similar to putative DAD1 [Oryza sativa (japonica cultivar-group)] (GB:BAB89948.1); similar to Os05g0390000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001055438.1); contains InterPro domain Esterase/lipase/thioesterase; (InterPro:IPR000379); contains InterPro domain Lipase, class 3; (InterPro:IPR002921)"
"159","Solyc08g029240.2.1",NA,NA,NA
"160","Solyc08g036570.1.1","Glutaredoxin (AHRD V1 **** B9GF65_POPTR); contains Interpro domain(s)  IPR011905  Glutaredoxin-like, plant II ","AT5G14070","glutaredoxin family protein; Identical to Glutaredoxin-C8 (AtGrxC8) (GRXC8) [Arabidopsis Thaliana] (GB:Q8LF89;GB:Q9FMU3); similar to ROXY1, thiol-disulfide exchange intermediate [Arabidopsis thaliana] (TAIR:AT3G02000.1); similar to glutaredoxin family protein [Musa acuminata] (GB:ABF69994.1); similar to Os04g0393500 [Oryza sativa (japonica cultivar-group)] (GB:NP_001052649.1); similar to Os02g0512400 [Oryza sativa (japonica cultivar-group)] (GB:NP_001046942.1); contains InterPro domain Thioredoxin-like fold; (InterPro:IPR012336); contains InterPro domain Glutaredoxin; (InterPro:IPR002109); contains InterPro domain Thioredoxin fold; (InterPro:IPR012335); contains InterPro domain Glutaredoxin-like, plant II; (InterPro:IPR011905)"
"161","Solyc08g065420.2.1",NA,NA,NA
"162","Solyc08g066620.2.1",NA,NA,NA
"163","Solyc08g066630.2.1",NA,NA,NA
"164","Solyc08g075150.2.1",NA,NA,NA
"165","Solyc08g075230.1.1",NA,NA,NA
"166","Solyc08g078900.1.1",NA,NA,NA
"167","Solyc08g078910.1.1",NA,NA,NA
"168","Solyc08g080590.2.1","Osmotin 81 (Fragment) (AHRD V1 **-- Q84ML3_SOLTU); contains Interpro domain(s)  IPR001938  Thaumatin, pathogenesis-related ","AT4G11650","osmotin-like protein"
"169","Solyc08g081650.1.1",NA,NA,NA
"170","Solyc08g081710.2.1",NA,NA,NA
"171","Solyc08g082870.2.1","Dehydrogenase/reductase SDR family member 13 (AHRD V1 **-- DHR13_HUMAN); contains Interpro domain(s)  IPR002347  Glucose/ribitol dehydrogenase ","AT4G24050","short-chain dehydrogenase/reductase (SDR) family protein; similar to short-chain dehydrogenase/reductase (SDR) family protein [Arabidopsis thaliana] (TAIR:AT1G64590.1); similar to Os06g0129100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001056678.1); similar to Short-chain dehydrogenase/reductase SDR [Medicago truncatula] (GB:ABE79697.1); similar to Os03g0115700 [Oryza sativa (japonica cultivar-group)] (GB:NP_001048754.1); contains InterPro domain Short-chain dehydrogenase/reductase SDR; (InterPro:IPR002198); contains InterPro domain Glucose/ribitol dehydrogenase; (InterPro:IPR002347)"
"172","Solyc08g083110.2.1","Cystathionine gamma-lyase (AHRD V1 ***- D2LF58_RHOVA); contains Interpro domain(s)  IPR000277  Cys/Met metabolism, pyridoxal phosphate-dependent enzyme ","AT1G64660","Encodes a functional methionine gamma-lyase, a cytosolic enzyme catalyzes the degradation of methionine into methanethiol, alpha-ketobutyrate and ammonia. The catabolism of excess methionine is important to methionine homeostasis."
"173","Solyc09g005400.2.1",NA,NA,NA
"174","Solyc09g005880.1.1",NA,NA,NA
"175","Solyc09g007270.2.1","Ascorbate peroxidase (AHRD V1 **** B9VRH6_CITMA); contains Interpro domain(s)  IPR002207  Plant ascorbate peroxidase ","AT3G09640","Encodes a cytosolic ascorbate peroxidase APX2.  Ascorbate peroxidases are enzymes that scavenge hydrogen peroxide in plant cells.  Eight types of APX have been described for Arabidopsis: three cytosolic (APX1, APX2, APX6), two chloroplastic types (stromal sAPX, thylakoid tAPX), and three microsomal (APX3, APX4, APX5) isoforms."
"176","Solyc09g010900.1.1",NA,NA,NA
"177","Solyc09g011380.2.1",NA,NA,NA
"178","Solyc09g014450.2.1",NA,NA,NA
"179","Solyc09g014480.1.1","Polygalacturonase inhibitor protein (AHRD V1 ***- Q40160_SOLLC); contains Interpro domain(s)  IPR013210  Leucine-rich repeat, N-terminal ","AT5G06870","polygalacturonase inhibiting protein 2 (PGIP2) mRNA,"
"180","Solyc09g014550.2.1",NA,NA,NA
"181","Solyc09g015000.2.1","class I heat shock protein (AHRD V1 ***- Q69BI7_CARPA); contains Interpro domain(s)  IPR002068  Heat shock protein Hsp20 ","AT5G59720","encodes a low molecular weight heat shock protein that contains the heat shock element in the promoter region. Expression is induced in response to heat shock."
"182","Solyc09g015070.2.1","Reductase 1 (AHRD V1 ***- Q6TY49_HYDMC); contains Interpro domain(s)  IPR020471  Aldo/keto reductase subgroup ","AT5G01670","aldose reductase, putative; similar to oxidoreductase [Arabidopsis thaliana] (TAIR:AT2G37770.2); similar to Aldose reductase (AR) (Aldehyde reductase) (GB:P23901); contains InterPro domain Aldo/keto reductase; (InterPro:IPR001395)"
"183","Solyc09g015450.2.1",NA,NA,NA
"184","Solyc09g061280.2.1",NA,NA,NA
"185","Solyc09g072580.2.1",NA,NA,NA
"186","Solyc09g074630.2.1","Phototropic-responsive NPH3 family protein (AHRD V1 **-- D7KCA4_ARALY); contains Interpro domain(s)  IPR004249  NPH3 ","AT1G03010","phototropic-responsive NPH3 family protein; similar to phototropic-responsive NPH3 family protein [Arabidopsis thaliana] (TAIR:AT2G47860.1); similar to Os03g0347700 [Oryza sativa (japonica cultivar-group)] (GB:NP_001050100.1); similar to transposon protein, putative, Mutator sub-class, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABA91176.1); contains InterPro domain NPH3; (InterPro:IPR004249); contains InterPro domain BTB; (InterPro:IPR000210)"
"187","Solyc09g075950.1.1","Heat shock protein 1 (AHRD V1 ***- B6SXY0_MAIZE); contains Interpro domain(s)  IPR013126  Heat shock protein 70 ","AT2G32120","HSP70T-2; ATP binding; similar to HSP70 (heat shock protein 70), ATP binding [Arabidopsis thaliana] (TAIR:AT3G12580.1); similar to Heat shock protein Hsp70 [Medicago truncatula] (GB:ABE91718.1); similar to Os03g0218500 [Oryza sativa (japonica cultivar-group)] (GB:NP_001049397.1); contains InterPro domain Heat shock protein Hsp70; (InterPro:IPR001023); contains InterPro domain Heat shock protein 70; (InterPro:IPR013126)"
"188","Solyc09g082380.2.1","ATP-dependent RNA helicase (AHRD V1 **** Q10D00_ORYSJ); contains Interpro domain(s)  IPR001650  DNA/RNA helicase, C-terminal ","AT4G14790","encodes a nuclear-encoded DExH box RNA helicase, which is localized to mitochondria and whose in vitro ATPase activity is stimulated with mitochondrial RNA."
"189","Solyc09g082790.2.1","DNA repair and recombination protein RAD51 (AHRD V1 **-- A9CT16_ENTBH); contains Interpro domain(s)  IPR011940  Meiotic recombinase Dmc1 ","AT3G22880","Expression of the AtDMC1 is restricted to pollen mother cells in anthers and to megaspore mother cells in ovules. Similar to meiosis-specific yeast DMC gene."
"190","Solyc10g009380.2.1",NA,NA,NA
"191","Solyc10g011940.1.1",NA,NA,NA
"192","Solyc10g011960.1.1",NA,NA,NA
"193","Solyc10g018780.1.1",NA,NA,NA
"194","Solyc10g050110.1.1","LRR receptor-like serine/threonine-protein kinase, RLP","AT3G19320","leucine-rich repeat family protein; similar to leucine-rich repeat family protein [Arabidopsis thaliana] (TAIR:AT1G49750.1); similar to Leucine-rich repeat, plant specific [Medicago truncatula] (GB:ABD32635.1); contains InterPro domain Leucine-rich repeat; (InterPro:IPR001611); contains InterPro domain Leucine-rich repeat, plant specific; (InterPro:IPR007090)"
"195","Solyc10g051080.1.1",NA,NA,NA
"196","Solyc10g055240.1.1","Phosphatidylinositol-specific phospholipase c (AHRD V1 *-*- B9UY71_LISMO); contains Interpro domain(s)  IPR017946  PLC-like phosphodiesterase, TIM beta/alpha-barrel domain ","AT4G38690","1-phosphatidylinositol phosphodiesterase-related; similar to 1-phosphatidylinositol phosphodiesterase-related [Arabidopsis thaliana] (TAIR:AT4G34920.1); similar to Ki1 protein [Beta vulgaris] (GB:AAO92349.1); contains InterPro domain Phosphatidylinositol-specific phospholipase C, X region; (InterPro:IPR000909)"
"197","Solyc10g055560.1.1",NA,NA,NA
"198","Solyc10g076510.1.1","Pyruvate decarboxylase (AHRD V1 **** B0ZS79_PRUAR); contains Interpro domain(s)  IPR012110  Pyruvate decarboxylase/indolepyruvate decarboxylase ","AT4G33070","pyruvate decarboxylase, putative; similar to PDC3 (PYRUVATE DECARBOXYLASE-3), pyruvate decarboxylase [Arabidopsis thaliana] (TAIR:AT5G01330.1); similar to PDC2 (PYRUVATE DECARBOXYLASE-2), pyruvate decarboxylase [Arabidopsis thaliana] (TAIR:AT5G54960.1); similar to pyruvate decarboxylase, putative [Arabidopsis thaliana] (TAIR:AT5G01320.1); similar to pyruvate decarboxylase [Fragaria x ananassa] (GB:AAL37492.1); similar to pyruvate decarboxylase [Dianthus caryophyllus] (GB:AAP96920.1); similar to pyruvate decarboxylase 1 [Lotus corniculatus] (GB:AAO72533.1); contains InterPro domain Thiamine pyrophosphate enzyme, N-terminal TPP binding region; (InterPro:IPR012001); contains InterPro domain Thiamine pyrophosphate enzyme, central region; (InterPro:IPR012000); contains InterPro domain Pyruvate decarboxylase/indolepyruvate decarboxylase; (InterPro:IPR012110); contains InterPro domain Thiamine pyrophosphate enzyme, C-terminal TPP-binding; (InterPro:IPR011766)"
"199","Solyc10g076530.1.1",NA,NA,NA
"200","Solyc10g076740.1.1",NA,NA,NA
"201","Solyc10g076790.1.1","Auxin transporter-like protein 1 (AHRD V1 **** B6U1Y3_MAIZE); contains Interpro domain(s)  IPR013057  Amino acid transporter, transmembrane ","AT2G38120","Encodes an auxin influx transporter.  AUX1 resides at the apical plasma membrane of protophloem cells and at highly dynamic subpopulations of Golgi apparatus and endosomes in all cell types.  AUX1 action in the lateral root cap and/or epidermal cells influences lateral root initiation and positioning."
"202","Solyc10g079590.1.1",NA,NA,NA
"203","Solyc10g081700.1.1",NA,NA,NA
"204","Solyc10g084320.1.1",NA,NA,NA
"205","Solyc10g085820.1.1","DnaJ-like subfamily C member 28 conserved domain protein (AHRD V1 **-- D7CKU0_SYNLT); contains Interpro domain(s)  IPR018961  DnaJ homologue, subfamily C, member 28 ","AT5G03560","nucleobase:cation symporter; similar to hypothetical protein LOC548731 [Xenopus tropicalis] (GB:NP_001015977.1); similar to Os08g0560600 [Oryza sativa (japonica cultivar-group)] (GB:NP_001062509.1)"
"206","Solyc11g005770.1.1","Pectinesterase family protein (AHRD V1 ***- D7MRW1_ARALY); contains Interpro domain(s)  IPR000070  Pectinesterase, catalytic ","AT5G09760","pectinesterase family protein; similar to pectinesterase family protein [Arabidopsis thaliana] (TAIR:AT5G64640.1); similar to 52O08_4 [Brassica rapa subsp. pekinensis] (GB:AAZ67549.1); contains InterPro domain Virulence factor, pectin lyase fold; (InterPro:IPR011050); contains InterPro domain Plant invertase/pectin methylesterase inhibitor; (InterPro:IPR007186); contains InterPro domain Pectinesterase; (InterPro:IPR000070); contains InterPro domain Pectinesterase inhibitor; (InterPro:IPR006501)"
"207","Solyc11g008260.1.1","Cysteine proteinase cathepsin F (AHRD V1 **-- D3TN89_GLOMM); contains Interpro domain(s)  IPR013128  Peptidase C1A, papain ","AT3G54940","cysteine proteinase, putative; similar to cysteine proteinase A494, putative / thiol protease, putative [Arabidopsis thaliana] (TAIR:AT2G21430.1); similar to cysteine proteinase [Glycine max] (GB:CAA83673.1); contains InterPro domain Peptidase C1A, papain; (InterPro:IPR013128); contains InterPro domain Proteinase inhibitor I29, cathepsin propeptide; (InterPro:IPR013201); contains InterPro domain Peptidase C1A, papain C-terminal; (InterPro:IPR000668)"
"208","Solyc11g009010.1.1","Hydrolase alpha/beta fold family protein (AHRD V1 ***- D7M978_ARALY); contains Interpro domain(s)  IPR000073  Alpha/beta hydrolase fold-1 ","AT4G39955","hydrolase, alpha/beta fold family protein; similar to hydrolase [Arabidopsis thaliana] (TAIR:AT5G09430.1); similar to hydrolase, alpha/beta fold family protein, putative, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABF96342.1); similar to putative hydrolase [Oryza sativa (japonica cultivar-group)] (GB:AAR06364.1); similar to Os03g0388800 [Oryza sativa (japonica cultivar-group)] (GB:NP_001050266.1); contains InterPro domain Esterase/lipase/thioesterase; (InterPro:IPR000379); contains InterPro domain Alpha/beta hydrolase fold-1; (InterPro:IPR000073); contains InterPro domain Epoxide hydrolase; (InterPro:IPR000639); contains InterPro domain Alpha/beta hydrolase; (InterPro:IPR003089)"
"209","Solyc11g010710.1.1",NA,NA,NA
"210","Solyc11g016970.1.1","Multidrug resistance protein mdtK (AHRD V1 *-*- MDTK_ENTS8); contains Interpro domain(s)  IPR002528  Multi antimicrobial extrusion protein MatE ","AT1G71870","MATE efflux family protein; similar to MATE efflux family protein [Arabidopsis thaliana] (TAIR:AT5G49130.1); similar to Multi antimicrobial extrusion protein MatE [Medicago truncatula] (GB:ABE77554.1); similar to Os03g0839200 [Oryza sativa (japonica cultivar-group)] (GB:NP_001051841.1); contains InterPro domain Multi antimicrobial extrusion protein MatE; (InterPro:IPR002528)"
"211","Solyc11g017270.1.1","Receptor like kinase, RLK","AT1G34420","leucine-rich repeat family protein / protein kinase family protein; similar to leucine-rich repeat transmembrane protein kinase, putative [Arabidopsis thaliana] (TAIR:AT2G41820.1); similar to Os07g0207100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001059157.1); similar to Os12g0182300 [Oryza sativa (japonica cultivar-group)] (GB:NP_001066320.1); similar to putative LRR receptor-like kinase 2 [Oryza sativa (japonica cultivar-group)] (GB:BAC83241.1); contains InterPro domain Protein kinase-like; (InterPro:IPR011009); contains InterPro domain Leucine-rich repeat; (InterPro:IPR001611); contains InterPro domain Leucine-rich repeat, typical subtype; (InterPro:IPR003591); contains InterPro domain Protein kinase; (InterPro:IPR000719); contains InterPro domain Leucine-rich repeat, plant specific; (InterPro:IPR007090); contains InterPro domain Leucine rich repeat, N-terminal; (InterPro:IPR013210)"
"212","Solyc11g018750.1.1",NA,NA,NA
"213","Solyc11g020570.1.1",NA,NA,NA
"214","Solyc11g020930.1.1",NA,NA,NA
"215","Solyc11g020960.1.1",NA,NA,NA
"216","Solyc11g064800.1.1",NA,NA,NA
"217","Solyc11g066940.1.1",NA,NA,NA
"218","Solyc11g069030.1.1",NA,NA,NA
"219","Solyc11g069940.1.1",NA,NA,NA
"220","Solyc11g071470.1.1",NA,NA,NA
"221","Solyc11g073200.1.1","Legumin 11S-globulin (AHRD V1 **-- Q39770_GINBI); contains Interpro domain(s)  IPR014710  RmlC-like jelly roll fold ","AT1G07750","cupin family protein; similar to cupin family protein [Arabidopsis thaliana] (TAIR:AT2G28680.1); similar to Os05g0116000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001054469.1); similar to legumin-like protein [Zea mays] (GB:AAO63267.1); contains InterPro domain 11-S plant seed storage protein; (InterPro:IPR006044); contains InterPro domain Cupin 1; (InterPro:IPR006045); contains InterPro domain Cupin, RmlC-type; (InterPro:IPR011051); contains InterPro domain Cupin region; (InterPro:IPR007113)"
"222","Solyc12g005420.1.1",NA,NA,NA
"223","Solyc12g005430.1.1",NA,NA,NA
"224","Solyc12g006860.1.1","Cytochrome P450","AT2G26710","Encodes a member of the cytochrome p450 family that serves as a control point between multiple photoreceptor systems and brassinosteroid signal transduction. Involved in brassinolide metabolism. Mediates response to a variety of light signals including hypocotyl elongation and cotyledon expansion."
"225","Solyc12g014630.1.1",NA,NA,NA
"226","Solyc12g019320.1.1","Multidrug resistance protein mdtK (AHRD V1 **-- MDTK_ENTS8); contains Interpro domain(s)  IPR002528  Multi antimicrobial extrusion protein MatE ","AT3G26590","MATE efflux family protein; similar to MATE efflux family protein [Arabidopsis thaliana] (TAIR:AT1G12950.1); similar to MATE efflux family protein [Arabidopsis thaliana] (TAIR:AT5G38030.1); similar to MATE efflux family protein [Arabidopsis thaliana] (TAIR:AT1G23300.1); similar to integral membrane protein-like [Oryza sativa (japonica cultivar-group)] (GB:BAD87151.1); similar to Os08g0550200 [Oryza sativa (japonica cultivar-group)] (GB:NP_001062445.1); contains InterPro domain Multi antimicrobial extrusion protein MatE; (InterPro:IPR002528)"
"227","Solyc12g019490.1.1","Acyl-CoA thioesterase 9 (AHRD V1 **** Q503Q9_DANRE); contains Interpro domain(s)  IPR006683  Thioesterase superfamily ","AT2G30720","thioesterase family protein; similar to thioesterase family protein [Arabidopsis thaliana] (TAIR:AT5G48370.1); similar to Thioredoxin/protein disulfide isomerase (ISS) [Ostreococcus tauri] (GB:CAL54247.1); similar to Os09g0517700 [Oryza sativa (japonica cultivar-group)] (GB:NP_001063681.1); contains domain Thioesterase/thiol ester dehydrase-isomerase (SSF54637); contains domain ACYL-COA THIOESTERASE (PTHR12655); contains domain no description (G3D.3.10.129.10)"
"228","Solyc12g027630.1.1",NA,NA,NA
"229","Solyc12g042390.1.1",NA,NA,NA
